;ibge;road.dist;area.muni;dens.road 
1346;3150703;NA;NA;NA
1347;3150802;NA;NA;NA
1348;3150901;7863,272848;203470012;3,86E-05
1349;3151008;28031,3291;124714939;0,000224763
1350;3151107;13377,9759;190878797,3;7,01E-05
1351;3151206;29500,29272;549077887,2;5,37E-05
1352;3151305;NA;NA;NA
1353;3151404;NA;NA;NA
1354;3151503;NA;NA;NA
1355;3151602;NA;NA;NA
1356;3151701;NA;NA;NA
1357;3151800;108115,3319;546977166,4;0,00019766
1358;3151909;29529,80121;691743783,4;4,27E-05
1359;3152006;24472,23566;2549046526;9,60E-06
1360;3152105;25642,41767;470815981,3;5,45E-05
1361;3152131;NA;NA;NA
1362;3152170;53868,97107;1213533108;4,44E-05
1363;3152204;NA;NA;NA
1364;3152303;NA;NA;NA
1365;3152402;NA;NA;NA
1366;3152501;67087,07524;542759528;0,000123604
1367;3152600;48141,13608;262823827,1;0,000183169
1368;3152709;19775,25344;263965532,7;7,49E-05
1369;3152808;109801,255;4849280147;2,26E-05
1370;3152907;NA;NA;NA
1371;3153004;3743,749089;622313761,3;6,02E-06
1372;3153103;NA;NA;NA
1373;3153202;NA;NA;NA
1374;3153301;NA;NA;NA
1375;3153400;107687,7343;3502692397;3,07E-05
1376;3153509;NA;NA;NA
1377;3153608;NA;NA;NA
1378;3153707;NA;NA;NA
1379;3153806;7471,503569;153488032,1;4,87E-05
1380;3153905;NA;NA;NA
1381;3154002;24319,1655;764162415,6;3,18E-05
1382;3154101;6160,04654;234517053,6;2,63E-05
1383;3154150;17326,1946;152092372,6;0,000113919
1384;3154200;NA;NA;NA
1385;3154309;44551,19009;1082304462;4,12E-05
1386;3154408;17917,86994;182992083,5;9,79E-05
1387;3154457;NA;NA;NA
1388;3154507;30649,50778;1315992898;2,33E-05
1389;3154606;36429,54294;155366148,4;0,000234475
1390;3154705;17223,38156;49212155,86;0,000349982
1391;3154804;3069,580255;229721904,9;1,34E-05
1392;3154903;45365,31718;384642084;0,000117942
1393;3155009;NA;NA;NA
1394;3155108;NA;NA;NA
1395;3155207;NA;NA;NA
1396;3155306;26029,0559;231381763,6;0,000112494
1397;3155405;NA;NA;NA
1398;3155504;58253,02454;1351898986;4,31E-05
1399;3155603;21751,84279;3120511516;6,97E-06
1400;3155702;17871,32528;373084815,6;4,79E-05
1401;3155801;NA;NA;NA
1402;3155900;NA;NA;NA
1403;3156007;NA;NA;NA
1404;3156106;NA;NA;NA
1405;3156205;660,0074087;79420388,16;8,31E-06
1406;3156304;NA;NA;NA
1407;3156403;26498,4419;407965578,2;6,50E-05
1408;3156452;10681,02113;111250586,2;9,60E-05
1409;3156502;17661,24244;1111812612;1,59E-05
1410;3156601;NA;NA;NA
1411;3156700;36699,40286;302299062,4;0,000121401
1412;3156809;NA;NA;NA
1413;3156908;210962,2209;3075116552;6,86E-05
1414;3157005;84824,56836;1864913360;4,55E-05
1415;3157104;57153,42366;937548850,9;6,10E-05
1416;3157203;NA;NA;NA
1417;3157252;18029,86597;107559921,7;0,000167626
1418;3157278;12804,96885;417778259,9;3,07E-05
1419;3157302;3449,55496;194520581,6;1,77E-05
1420;3157336;NA;NA;NA
1421;3157377;40402,38049;590436533,7;6,84E-05
1422;3157401;NA;NA;NA
1423;3157500;NA;NA;NA
1424;3157609;NA;NA;NA
1425;3157658;NA;NA;NA
1426;3157708;NA;NA;NA
1427;3157807;18003,12385;234974598,7;7,66E-05
1428;3157906;11383,4375;256040361,8;4,45E-05
1429;3158003;NA;NA;NA
1430;3158102;10924,88338;440407794,9;2,48E-05
1431;3158201;NA;NA;NA
1432;3158300;21331,51368;172317514;0,000123792
1433;3158409;1222,938755;161613837,4;7,57E-06
1434;3158508;NA;NA;NA
1435;3158607;6114,564878;182667715,1;3,35E-05
1436;3158706;NA;NA;NA
1437;3158805;NA;NA;NA
1438;3158904;NA;NA;NA
1439;3158953;42962,1858;276309355,9;0,000155486
1440;3159001;NA;NA;NA
1441;3159100;NA;NA;NA
1442;3159209;57588,51438;502823746,4;0,00011453
1443;3159308;NA;NA;NA
1444;3159357;11807,34906;68251196,95;0,000172998
1445;3159407;NA;NA;NA
1446;3159506;NA;NA;NA
1447;3159605;37189,40839;352730667;0,000105433
1448;3159704;29696,50282;284183922,9;0,000104497
1449;3159803;173721,6711;2999409375;5,79E-05
1450;3159902;36576,01872;488494483,9;7,49E-05
1451;3160009;18029,52727;202127263,4;8,92E-05
1452;3160108;8409,999009;130309971,7;6,45E-05
1453;3160207;NA;NA;NA
1454;3160306;NA;NA;NA
1455;3160405;NA;NA;NA
1456;3160454;NA;NA;NA
1457;3160504;NA;NA;NA
1458;3160603;NA;NA;NA
1459;3160702;57484,62871;637232835,8;9,02E-05
1460;3160801;NA;NA;NA
1461;3160900;NA;NA;NA
1462;3160959;NA;NA;NA
1463;3161007;64408,32806;744060182,6;8,66E-05
1464;3161056;NA;NA;NA
1465;3161106;NA;NA;NA
1466;3161205;NA;NA;NA
1467;3161304;NA;NA;NA
1468;3161403;21482,45863;164807353,1;0,000130349
1469;3161502;19262,13484;185663669,3;0,000103747
1470;3161601;NA;NA;NA
1471;3161650;NA;NA;NA
1472;3161700;192458,0199;2690262303;7,15E-05
1473;3161809;21168,53706;265519486,6;7,97E-05
1474;3161908;34435,24898;363814833,3;9,47E-05
1475;3162005;39531,20847;516318850,8;7,66E-05
1476;3162104;43497,23929;865631965,9;5,02E-05
1477;3162203;6641,37618;547774645,9;1,21E-05
1478;3162252;43432,935;997344278,6;4,35E-05
1479;3162302;NA;NA;NA
1480;3162401;NA;NA;NA
1481;3162450;26776,33859;677849681;3,95E-05
1482;3162500;96548,8768;1451051090;6,65E-05
1483;3162559;22477,076;143293580,7;0,00015686
1484;3162575;NA;NA;NA
1485;3162609;14445,00025;120288837,8;0,000120086
1486;3162658;NA;NA;NA
1487;3162708;NA;NA;NA
1488;3162807;NA;NA;NA
1489;3162906;16121,90459;407532340,5;3,96E-05
1490;3162922;11287,14435;71711812,76;0,000157396
1491;3162948;NA;NA;NA
1492;3162955;NA;NA;NA
1493;3163003;NA;NA;NA
1494;3163102;NA;NA;NA
1495;3163201;6487,968991;88728956,92;7,31E-05
1496;3163300;NA;NA;NA
1497;3163409;4287,286121;184628996,9;2,32E-05
1498;3163508;NA;NA;NA
1499;3163607;NA;NA;NA
1500;3163706;16814,27789;57972284,07;0,00029004
1501;3163805;NA;NA;NA
1502;3163904;34772,81915;260806284,2;0,000133328
1503;3164001;9385,548003;403060493,1;2,33E-05
1504;3164100;NA;NA;NA
1505;3164209;NA;NA;NA
1506;3164308;25573,47475;2098503186;1,22E-05
1507;3164407;24637,12494;167049989;0,000147484
1508;3164431;10697,7828;73683434,61;0,000145186
1509;3164472;NA;NA;NA
1510;3164506;NA;NA;NA
1511;3164605;25615,30953;407764211,9;6,28E-05
1512;3164704;64795,69361;815152412,4;7,95E-05
1513;3164803;NA;NA;NA
1514;3164902;14959,20951;90774957,78;0,000164794
1515;3165008;NA;NA;NA
1516;3165107;NA;NA;NA
1517;3165206;NA;NA;NA
1518;3165305;NA;NA;NA
1519;3165404;NA;NA;NA
1520;3165503;NA;NA;NA
1521;3165537;NA;NA;NA
1522;3165552;NA;NA;NA
1523;3165560;3087,695377;176718692,1;1,75E-05
1524;3165578;NA;NA;NA
1525;3165602;1813,686649;98370761,1;1,84E-05
1526;3165701;NA;NA;NA
1527;3165800;19436,99237;93849422,18;0,000207108
1528;3165909;NA;NA;NA
1529;3166006;NA;NA;NA
1530;3166105;NA;NA;NA
1531;3166204;NA;NA;NA
1532;3166303;NA;NA;NA
1533;3166402;24792,5263;114686408,4;0,000216177
1534;3166501;NA;NA;NA
1535;3166600;NA;NA;NA
1536;3166709;NA;NA;NA
1537;3166808;69332,97356;1295210076;5,35E-05
1538;3166907;17910,93109;209168604,8;8,56E-05
1539;3166956;NA;NA;NA
1540;3167004;NA;NA;NA
1541;3167103;NA;NA;NA
1542;3167202;80678,42638;536296416,5;0,000150436
1543;3167301;NA;NA;NA
1544;3167400;16102,44342;311970207,1;5,16E-05
1545;3167509;22284,17746;135684798;0,000164235
1546;3167608;NA;NA;NA
1547;3167707;11560,88842;207081781,8;5,58E-05
1548;3167806;10367,50202;196708365,7;5,27E-05
1549;3167905;NA;NA;NA
1550;3168002;26462,62827;1222076118;2,17E-05
1551;3168051;21909,9076;193284893,6;0,000113356
1552;3168101;8010,639189;1179425069;6,79E-06
1553;3168200;11171,75205;407742907,8;2,74E-05
1554;3168309;5900,242748;329178032,9;1,79E-05
1555;3168408;48205,29942;732853410;6,58E-05
1556;3168507;18183,5172;166806630,2;0,00010901
1557;3168606;160741,5228;3244818350;4,95E-05
1558;3168705;35699,70766;144491684,2;0,000247071
1559;3168804;15251,14337;82996883,41;0,000183756
1560;3168903;NA;NA;NA
1561;3169000;NA;NA;NA
1562;3169059;NA;NA;NA
1563;3169109;NA;NA;NA
1564;3169208;NA;NA;NA
1565;3169307;37945,38101;827386566,1;4,59E-05
1566;3169356;81548,9547;2676127130;3,05E-05
1567;3169406;NA;NA;NA
1568;3169505;23979,46972;500677286,5;4,79E-05
1569;3169604;29675,63622;1825042223;1,63E-05
1570;3169703;73621,742;1153696836;6,38E-05
1571;3169802;NA;NA;NA
1572;3169901;NA;NA;NA
1573;3170008;NA;NA;NA
1574;3170057;24117,77244;189335401,4;0,000127381
1575;3170107;245896,5335;4531289322;5,43E-05
1576;3170206;297425,31;4119986498;7,22E-05
1577;3170305;NA;NA;NA
1578;3170404;210043,6618;8449385011;2,49E-05
1579;3170438;8611,774155;1146626129;7,51E-06
1580;3170479;NA;NA;NA
1581;3170503;NA;NA;NA
1582;3170529;NA;NA;NA
1583;3170578;NA;NA;NA
1584;3170602;NA;NA;NA
1585;3170651;NA;NA;NA
1586;3170701;31559,96003;395097759,2;7,99E-05
1587;3170750;22659,587;651247628,5;3,48E-05
1588;3170800;86707,35227;2218559427;3,91E-05
1589;3170909;NA;NA;NA
1590;3171006;1054,098639;1913728643;5,51E-07
1591;3171030;NA;NA;NA
1592;3171071;NA;NA;NA
1593;3171105;44728,96595;1032985172;4,33E-05
1594;3171154;NA;NA;NA
1595;3171204;NA;NA;NA
1596;3171303;41797,69189;299537409,4;0,000139541
1597;3171402;15918,35163;112824034,7;0,00014109
1598;3171501;21224,70106;172567185,5;0,000122994
1599;3171600;18917,56141;869950395,8;2,17E-05
1600;3171709;NA;NA;NA
1601;3171808;NA;NA;NA
1602;3171907;NA;NA;NA
1603;3172004;9202,002846;243459461,7;3,78E-05
1604;3172103;24231,78796;205711681,2;0,000117795
1605;3172202;23031,90297;102409718,4;0,0002249
1606;3200102;37068,44625;941587011,4;3,94E-05
1607;3200136;NA;NA;NA
1608;3200169;NA;NA;NA
1609;3200201;25001,1838;772689898,3;3,24E-05
1610;3200300;9147,792242;615851879,3;1,49E-05
1611;3200359;NA;NA;NA
1612;3200409;41569,11761;411881742,6;0,000100925
1613;3200508;1890,916273;194170241,1;9,74E-06
1614;3200607;29413,941;1423268722;2,07E-05
1615;3200706;25053,16636;223553876,7;0,000112068
1616;3200805;63777,0303;917179921,3;6,95E-05
1617;3200904;NA;NA;NA
1618;3201001;NA;NA;NA
1619;3201100;NA;NA;NA
1620;3201159;35048,42245;354626271,1;9,88E-05
1621;3201209;67549,85458;878606809,6;7,69E-05
1622;3201308;69142,868;279792308,5;0,000247122
1623;3201407;NA;NA;NA
1624;3201506;85278,43782;1416734199;6,02E-05
1625;3201605;84857,49645;1184222526;7,17E-05
1626;3201704;50217,97765;369446535,7;0,000135928
1627;3201803;NA;NA;NA
1628;3201902;79623,84831;1228509364;6,48E-05
1629;3202009;12290,5657;159506777,5;7,71E-05
1630;3202108;48016,81101;2285629367;2,10E-05
1631;3202207;27576,13722;288637359,8;9,55E-05
1632;3202256;NA;NA;NA
1633;3202306;43402,53961;468887290,3;9,26E-05
1634;3202405;43951,75997;591722220,5;7,43E-05
1635;3202454;37229,65444;240768044,3;0,000154629
1636;3202504;23879,95416;201196822;0,00011869
1637;3202553;NA;NA;NA
1638;3202603;16469,4647;203553498,1;8,09E-05
1639;3202652;30916,76131;184745645,5;0,000167348
1640;3202702;2235,863721;534709985,2;4,18E-06
1641;3202801;37970,61952;562002325,4;6,76E-05
1642;3202900;17955,77171;295677141,6;6,07E-05
1643;3203007;55174,3446;461094310,7;0,00011966
1644;3203056;48421,81124;659407440,5;7,34E-05
1645;3203106;NA;NA;NA
1646;3203130;40507,54198;284665839,7;0,000142299
1647;3203163;16144,60387;458529589,7;3,52E-05
1648;3203205;144915,6013;3502386202;4,14E-05
1649;3203304;NA;NA;NA
1650;3203320;NA;NA;NA
1651;3203346;38185,8055;285392444,2;0,000133801
1652;3203353;14297,48631;308964824,1;4,63E-05
1653;3203403;73689,83017;870050326,8;8,47E-05
1654;3203502;NA;NA;NA
1655;3203601;NA;NA;NA
1656;3203700;48159,69991;679344868,4;7,09E-05
1657;3203809;35757,93978;327709800,5;0,000109115
1658;3203908;86273,47406;1441936531;5,98E-05
1659;3204005;NA;NA;NA
1660;3204054;22714,99183;433374601,8;5,24E-05
1661;3204104;19918,20529;972748365,5;2,05E-05
1662;3204203;5469,881646;74824479,51;7,31E-05
1663;3204252;NA;NA;NA
1664;3204302;13140,51997;584135372,5;2,25E-05
1665;3204351;NA;NA;NA
1666;3204401;23250,0609;204396587,7;0,00011375
1667;3204500;18446,55489;717983919,5;2,57E-05
1668;3204559;17433,2566;735639811,5;2,37E-05
1669;3204609;NA;NA;NA
1670;3204658;NA;NA;NA
1671;3204708;NA;NA;NA
1672;3204807;NA;NA;NA
1673;3204906;152134,7945;2337538291;6,51E-05
1674;3204955;NA;NA;NA
1675;3205002;49695,23193;547449864,6;9,08E-05
1676;3205010;36616,09594;586160183,5;6,25E-05
1677;3205036;11562,48947;413746053,5;2,79E-05
1678;3205069;22573,44032;185989533,5;0,000121369
1679;3205101;66988,93759;312688302,6;0,000214236
1680;3205150;21952,69789;433226996,8;5,07E-05
1681;3205176;NA;NA;NA
1682;3205200;53434,25532;209904477;0,000254565
1683;3205309;11541,44427;96758612,97;0,000119281
1684;3300100;134451,1511;824514701,6;0,000163067
1685;3300159;NA;NA;NA
1686;3300209;15037,47267;638733211,7;2,35E-05
1687;3300225;32838,48801;110933335,7;0,00029602
1688;3300233;NA;NA;NA
1689;3300258;NA;NA;NA
1690;3300308;51393,00142;578682677,1;8,88E-05
1691;3300407;86157,4084;546853003,3;0,000157551
1692;3300456;4635,143713;77805914,52;5,96E-05
1693;3300506;NA;NA;NA
1694;3300605;39752,51551;599497956,8;6,63E-05
1695;3300704;NA;NA;NA
1696;3300803;NA;NA;NA
1697;3300902;3278,207581;562517796,2;5,83E-06
1698;3300936;16607,14798;308453699,5;5,38E-05
1699;3300951;20223,73849;106891496,1;0,000189199
1700;3301009;297848,4444;4029664230;7,39E-05
1701;3301108;13673,10351;750085325,8;1,82E-05
1702;3301157;43964,89643;525082519;8,37E-05
1703;3301207;38134,29019;324990457,3;0,00011734
1704;3301306;42427,57986;461386943,7;9,20E-05
1705;3301405;35726,3211;347734399,8;0,00010274
1706;3301504;NA;NA;NA
1707;3301603;NA;NA;NA
1708;3301702;138841,638;467598277,4;0,000296925
1709;3301801;NA;NA;NA
1710;3301850;51942,79027;360867692,9;0,000143939
1711;3301876;NA;NA;NA
1712;3301900;53140,76022;430545693,3;0,000123427
1713;3302007;86106,2497;274281480,2;0,000313934
1714;3302056;36169,67163;294132930,5;0,00012297
1715;3302106;NA;NA;NA
1716;3302205;89798,41102;1106931774;8,11E-05
1717;3302254;31149,37236;244959411,8;0,000127161
1718;3302270;16022,47973;81845417,81;0,000195765
1719;3302304;11892,74164;250319830,5;4,75E-05
1720;3302403;54215,67941;1218707920;4,45E-05
1721;3302452;NA;NA;NA
1722;3302502;61273,74244;388546826,3;0,0001577
1723;3302601;47516,0358;356208371,2;0,000133394
1724;3302700;NA;NA;NA
1725;3302809;NA;NA;NA
1726;3302858;2520,666827;41469243,92;6,08E-05
1727;3302908;NA;NA;NA
1728;3303005;NA;NA;NA
1729;3303104;NA;NA;NA
1730;3303203;NA;NA;NA
1731;3303302;9687,028081;133943082,4;7,23E-05
1732;3303401;NA;NA;NA
1733;3303500;104338,7263;519047762,9;0,00020102
1734;3303609;36352,72377;179703667;0,000202293
1735;3303708;66539,73384;580500724,5;0,000114625
1736;3303807;132667,1567;924674258,9;0,000143474
1737;3303856;6881,745358;318757264,8;2,16E-05
1738;3303906;192305,8236;795871818,3;0,000241629
1739;3303955;23870,61308;76488952,65;0,000312079
1740;3304003;71498,83517;505128665,6;0,000141546
1741;3304102;5002,083974;291508746,8;1,72E-05
1742;3304110;11404,62968;50744035,6;0,000224748
1743;3304128;10755,7032;285907808,5;3,76E-05
1744;3304144;16941,21698;75673975,78;0,000223871
1745;3304151;17241,39509;713415164,3;2,42E-05
1746;3304201;124432,1501;1093988828;0,000113742
1747;3304300;35966,08082;456782958,8;7,87E-05
1748;3304409;16142,55999;836780452,8;1,93E-05
1749;3304508;14863,49938;478197224;3,11E-05
1750;3304524;15063,40087;229381290,7;6,57E-05
1751;3304557;175580,4655;1199974498;0,00014632
1752;3304607;NA;NA;NA
1753;3304706;3094,307879;604135463;5,12E-06
1754;3304755;17085,08776;1122899952;1,52E-05
1755;3304805;25462,53312;1032861034;2,47E-05
1756;3304904;39229,02144;247770004,6;0,000158328
1757;3305000;28159,09158;455200899,9;6,19E-05
1758;3305109;9815,42116;35211892,37;0,000278753
1759;3305133;NA;NA;NA
1760;3305158;34227,08841;220377575,5;0,000155311
1761;3305208;NA;NA;NA
1762;3305307;NA;NA;NA
1763;3305406;88841,25539;541424723;0,000164088
1764;3305505;NA;NA;NA
1765;3305554;69825,85007;283663425;0,000246157
1766;3305604;54868,55684;938438812,6;5,85E-05
1767;3305703;3913,646056;395765082,3;9,89E-06
1768;3305752;18029,0788;145582678;0,000123841
1769;3305802;74656,28855;770899775,6;9,68E-05
1770;3305901;NA;NA;NA
1771;3306008;65535,28302;326801320;0,000200536
1772;3306107;10051,96703;1304223472;7,71E-06
1773;3306156;2099,891418;201301617,8;1,04E-05
1774;3306206;52139,6251;520399229,6;0,000100192
1775;3306305;60813,58669;182376733,6;0,00033345
1776;3500105;NA;NA;NA
1777;3500204;4408,087223;210988237,5;2,09E-05
1778;3500303;NA;NA;NA
1779;3500402;NA;NA;NA
1780;3500501;NA;NA;NA
1781;3500550;NA;NA;NA
1782;3500600;NA;NA;NA
1783;3500709;NA;NA;NA
1784;3500758;NA;NA;NA
1785;3500907;NA;NA;NA
1786;3501004;NA;NA;NA
1787;3501103;NA;NA;NA
1788;3501152;NA;NA;NA
1789;3501202;NA;NA;NA
1790;3501400;NA;NA;NA
1791;3501509;NA;NA;NA
1792;3501608;NA;NA;NA
1793;3501707;NA;NA;NA
1794;3501806;NA;NA;NA
1795;3501905;NA;NA;NA
1796;3502002;NA;NA;NA
1797;3502200;NA;NA;NA
1798;3502309;NA;NA;NA
1799;3502507;19461,43388;120980830,6;0,000160864
1800;3502606;NA;NA;NA
1801;3502705;NA;NA;NA
1802;3502754;NA;NA;NA
1803;3502804;NA;NA;NA
1804;3502903;NA;NA;NA
1805;3503000;NA;NA;NA
1806;3503109;NA;NA;NA
1807;3503158;NA;NA;NA
1808;3503208;NA;NA;NA
1809;3503307;NA;NA;NA
1810;3503356;NA;NA;NA
1811;3503406;NA;NA;NA
1812;3503505;11672,88669;304989585,4;3,83E-05
1813;3503604;NA;NA;NA
1814;3503703;NA;NA;NA
1815;3503802;NA;NA;NA
1816;3503901;14251,60604;96133370,85;0,000148248
1817;3503950;NA;NA;NA
1818;3504008;NA;NA;NA
1819;3504107;33413,63793;478450317,7;6,98E-05
1820;3504206;NA;NA;NA
1821;3504305;NA;NA;NA
1822;3504404;NA;NA;NA
1823;3504503;NA;NA;NA
1824;3504602;11044,80407;110355337,6;0,000100084
1825;3504701;NA;NA;NA
1826;3504800;NA;NA;NA
1827;3504909;NA;NA;NA
1828;3505005;NA;NA;NA
1829;3505104;NA;NA;NA
1830;3505203;NA;NA;NA
1831;3505302;NA;NA;NA
1832;3505351;NA;NA;NA
1833;3505401;68592,93477;1008548187;6,80E-05
1834;3505500;NA;NA;NA
1835;3505609;NA;NA;NA
1836;3505708;NA;NA;NA
1837;3505807;NA;NA;NA
1838;3505906;NA;NA;NA
1839;3506003;NA;NA;NA
1840;3506102;NA;NA;NA
1841;3506201;NA;NA;NA
1842;3506300;NA;NA;NA
1843;3506359;15223,40106;489891234,4;3,11E-05
1844;3506409;NA;NA;NA
1845;3506508;NA;NA;NA
1846;3506607;NA;NA;NA
1847;3506706;NA;NA;NA
1848;3506805;NA;NA;NA
1849;3506904;NA;NA;NA
1850;3507001;NA;NA;NA
1851;3507100;NA;NA;NA
1852;3507159;NA;NA;NA
1853;3507209;NA;NA;NA
1854;3507308;NA;NA;NA
1855;3507407;NA;NA;NA
1856;3507456;NA;NA;NA
1857;3507506;NA;NA;NA
1858;3507605;26615,75231;512496603,1;5,19E-05
1859;3507704;NA;NA;NA
1860;3507753;NA;NA;NA
1861;3507803;NA;NA;NA
1862;3507902;NA;NA;NA
1863;3508009;NA;NA;NA
1864;3508108;NA;NA;NA
1865;3508207;NA;NA;NA
1866;3508306;NA;NA;NA
1867;3508405;NA;NA;NA
1868;3508504;29502,62348;368744458,4;8,00E-05
1869;3508603;41359,26145;287759588,5;0,000143729
1870;3508702;NA;NA;NA
1871;3508801;21520,60513;920060240;2,34E-05
1872;3508900;NA;NA;NA
1873;3509007;NA;NA;NA
1874;3509205;NA;NA;NA
1875;3509254;39635,15181;454975798,4;8,71E-05
1876;3509304;NA;NA;NA
1877;3509403;NA;NA;NA
1878;3509452;NA;NA;NA
1879;3509502;NA;NA;NA
1880;3509601;NA;NA;NA
1881;3509700;7772,999232;290309653,3;2,68E-05
1882;3509809;51601,8624;483936384,2;0,000106629
1883;3509908;23669,1917;1241179542;1,91E-05
1884;3509957;9767,945725;53218533,53;0,000183544
1885;3510005;NA;NA;NA
1886;3510104;NA;NA;NA
1887;3510153;NA;NA;NA
1888;3510203;NA;NA;NA
1889;3510302;NA;NA;NA
1890;3510401;NA;NA;NA
1891;3510500;3122,648132;484740426,8;6,44E-06
1892;3510609;NA;NA;NA
1893;3510708;NA;NA;NA
1894;3510807;NA;NA;NA
1895;3510906;NA;NA;NA
1896;3511102;NA;NA;NA
1897;3511201;NA;NA;NA
1898;3511300;4256,983637;197839126,6;2,15E-05
1899;3511409;NA;NA;NA
1900;3511508;NA;NA;NA
1901;3511607;NA;NA;NA
1902;3511706;NA;NA;NA
1903;3511904;NA;NA;NA
1904;3512001;NA;NA;NA
1905;3512100;NA;NA;NA
1906;3512209;NA;NA;NA
1907;3512308;NA;NA;NA
1908;3512407;NA;NA;NA
1909;3512506;NA;NA;NA
1910;3512605;NA;NA;NA
1911;3512704;NA;NA;NA
1912;3512803;NA;NA;NA
1913;3512902;NA;NA;NA
1914;3513009;24905,92988;324054915;7,69E-05
1915;3513108;NA;NA;NA
1916;3513207;NA;NA;NA
1917;3513306;NA;NA;NA
1918;3513405;9124,097027;305454382,8;2,99E-05
1919;3513504;NA;NA;NA
1920;3513603;82035,88552;1406131029;5,83E-05
1921;3513702;NA;NA;NA
1922;3513801;NA;NA;NA
1923;3513850;NA;NA;NA
1924;3513900;NA;NA;NA
1925;3514007;NA;NA;NA
1926;3514106;NA;NA;NA
1927;3514205;NA;NA;NA
1928;3514304;NA;NA;NA
1929;3514502;NA;NA;NA
1930;3514601;NA;NA;NA
1931;3514700;NA;NA;NA
1932;3514809;29758,50358;1656149984;1,80E-05
1933;3514908;NA;NA;NA
1934;3514924;NA;NA;NA
1935;3514957;NA;NA;NA
1936;3515004;11635,44832;70403606,73;0,000165268
1937;3515103;978,288176;155650284,4;6,29E-06
1938;3515152;NA;NA;NA
1939;3515186;NA;NA;NA
1940;3515194;NA;NA;NA
1941;3515202;NA;NA;NA
1942;3515400;NA;NA;NA
1943;3515509;NA;NA;NA
1944;3515608;NA;NA;NA
1945;3515657;NA;NA;NA
1946;3515707;NA;NA;NA
1947;3515905;NA;NA;NA
1948;3516002;NA;NA;NA
1949;3516101;NA;NA;NA
1950;3516200;NA;NA;NA
1951;3516309;NA;NA;NA
1952;3516408;NA;NA;NA
1953;3516507;NA;NA;NA
1954;3516606;NA;NA;NA
1955;3516705;NA;NA;NA
1956;3516804;NA;NA;NA
1957;3516853;NA;NA;NA
1958;3516903;NA;NA;NA
1959;3517000;26167,96096;676384113,9;3,87E-05
1960;3517109;NA;NA;NA
1961;3517208;44883,25918;277045003,6;0,000162007
1962;3517307;24661,51175;217710994,4;0,000113276
1963;3517406;NA;NA;NA
1964;3517505;NA;NA;NA
1965;3517604;NA;NA;NA
1966;3517703;NA;NA;NA
1967;3517901;9207,572714;641676823,9;1,43E-05
1968;3518008;NA;NA;NA
1969;3518107;NA;NA;NA
1970;3518206;NA;NA;NA
1971;3518305;11493,17567;270677514,9;4,25E-05
1972;3518404;91135,09286;752046498,9;0,000121183
1973;3518503;NA;NA;NA
1974;3518602;NA;NA;NA
1975;3518701;19486,28207;143518158,2;0,000135776
1976;3518800;42819,51555;318593925,1;0,000134402
1977;3518859;NA;NA;NA
1978;3518909;NA;NA;NA
1979;3519006;NA;NA;NA
1980;3519055;NA;NA;NA
1981;3519071;NA;NA;NA
1982;3519105;NA;NA;NA
1983;3519204;NA;NA;NA
1984;3519253;NA;NA;NA
1985;3519303;NA;NA;NA
1986;3519402;NA;NA;NA
1987;3519501;NA;NA;NA
1988;3519600;NA;NA;NA
1989;3519709;28053,31989;1058568714;2,65E-05
1990;3519808;34819,59471;362386956;9,61E-05
1991;3519907;NA;NA;NA
1992;3520004;NA;NA;NA
1993;3520103;628,535025;468836453,9;1,34E-06
1994;3520202;NA;NA;NA
1995;3520301;52226,24714;1979459024;2,64E-05
1996;3520400;NA;NA;NA
1997;3520426;NA;NA;NA
1998;3520509;NA;NA;NA
1999;3520608;NA;NA;NA
2000;3520707;NA;NA;NA
2001;3520806;NA;NA;NA
2002;3520905;NA;NA;NA
2003;3521002;NA;NA;NA
2004;3521101;NA;NA;NA
2005;3521150;NA;NA;NA
2006;3521200;NA;NA;NA
2007;3521309;NA;NA;NA
2008;3521408;NA;NA;NA
2009;3521507;NA;NA;NA
2010;3521705;NA;NA;NA
2011;3521804;NA;NA;NA
2012;3521903;NA;NA;NA
2013;3522000;NA;NA;NA
2014;3522109;NA;NA;NA
2015;3522158;NA;NA;NA
2016;3522208;17567,12851;150755599,8;0,000116527
2017;3522307;NA;NA;NA
2018;3522406;NA;NA;NA
2019;3522505;NA;NA;NA
2020;3522604;NA;NA;NA
2021;3522653;NA;NA;NA
2022;3522703;NA;NA;NA
2023;3522802;NA;NA;NA
2024;3522901;NA;NA;NA
2025;3523107;2794,344775;82593427,42;3,38E-05
2026;3523206;NA;NA;NA
2027;3523305;NA;NA;NA
2028;3523404;NA;NA;NA
2029;3523503;NA;NA;NA
2030;3523602;NA;NA;NA
2031;3523701;NA;NA;NA
2032;3523800;NA;NA;NA
2033;3523909;NA;NA;NA
2034;3524006;NA;NA;NA
2035;3524105;NA;NA;NA
2036;3524204;NA;NA;NA
2037;3524303;NA;NA;NA
2038;3524402;39325,53156;464019266;8,47E-05
2039;3524501;14775,61814;145094979,4;0,000101834
2040;3524600;51601,33582;705171320,1;7,32E-05
2041;3524709;NA;NA;NA
2042;3524808;NA;NA;NA
2043;3524907;NA;NA;NA
2044;3525003;NA;NA;NA
2045;3525102;NA;NA;NA
2046;3525201;NA;NA;NA
2047;3525300;NA;NA;NA
2048;3525409;NA;NA;NA
2049;3525508;7434,491102;374123764,4;1,99E-05
