;ibge;road.dist;area.muni;dens.road 
2813;5221809;NA;NA;NA
2814;5221858;21989,3743;61556663,39;0,000357222
2815;5221908;10363,06369;519059860,2;2,00E-05
2816;5222005;NA;NA;NA
2817;5222054;NA;NA;NA
2818;5222203;62839,96497;1060616054;5,92E-05
2819;5222302;167678,8878;2182820239;7,68E-05
2820;5300108;372661,6768;5788330808;6,44E-05
2821;1200013;71705,92519;1808772588;3,96E-05
2822;1200054;26432,30658;4971838491;5,32E-06
2823;1200104;114015,7611;3913486554;2,91E-05
2824;1200138;94447,44049;3033082546;3,11E-05
2825;1200179;95488,94303;1701904350;5,61E-05
2826;1200203;67180,21313;8786192278;7,65E-06
2827;1200252;76819,69869;1653520648;4,65E-05
2828;1200302;320717,4587;27982061709;1,15E-05
2829;1200328;NA;NA;NA
2830;1200336;NA;NA;NA
2831;1200344;169635,3824;10627527558;1,60E-05
2832;1200351;NA;NA;NA
2833;1200385;142740,9036;1943296329;7,35E-05
2834;1200393;NA;NA;NA
2835;1200401;213626,1716;8829949118;2,42E-05
2836;1200427;7025,661655;3077500508;2,28E-06
2837;1200435;NA;NA;NA
2838;1200450;207314,3238;2321330156;8,93E-05
2839;1200500;197133,9508;23736921819;8,30E-06
2840;1200609;202336,8272;20192422582;1,00E-05
2841;1200708;173896,6645;5343711436;3,25E-05
2842;1200807;78131,61932;2604143011;3,00E-05
2843;1400027;193664,3481;28461601142;6,80E-06
2844;1400050;NA;NA;NA
2845;1400100;292234,8705;5691619437;5,13E-05
2846;1400159;141765,5903;8109807877;1,75E-05
2847;1400175;297863,8431;7672976153;3,88E-05
2848;1400209;1006893,616;47413865471;2,12E-05
2849;1400233;64303,29303;12076776166;5,32E-06
2850;1400282;299320,9154;14401776508;2,08E-05
2851;1400308;79276,40734;12456476845;6,36E-06
2852;1400407;196625,5196;6979695002;2,82E-05
2853;1400456;227669,4369;8033612549;2,83E-05
2854;1400472;401925,6063;33612805837;1,20E-05
2855;1400506;86589,06776;4291454931;2,02E-05
2856;1400605;49315,08466;1529482839;3,22E-05
2857;1400704;29544,204;8077411059;3,66E-06
2858;1500404;27366,58795;23655216546;1,16E-06
2859;1500503;265858,1931;73099556060;3,64E-06
2860;1500602;1166415,004;1,5984E+11;7,30E-06
2861;1501006;195719,2078;17067275144;1,15E-05
2862;1501451;166294,1437;4400306210;3,78E-05
2863;1501725;118004,9239;6363084778;1,85E-05
2864;1502855;NA;NA;NA
2865;1503002;124688,944;11765018639;1,06E-05
2866;1503606;1145638,883;62003567093;1,85E-05
2867;1503754;204586,8061;53267543335;3,84E-06
2868;1503903;NA;NA;NA
2869;1504455;105471,7782;8278400458;1,27E-05
2870;1504752;15858,87495;4993286639;3,18E-06
2871;1504802;54869,24512;18177407087;3,02E-06
2872;1505031;398830,5962;38154955428;1,05E-05
2873;1505106;36621,64113;28014163233;1,31E-06
2874;1505304;448072,4997;1,0754E+11;4,17E-06
2875;1505650;218993,5951;7181225829;3,05E-05
2876;1505908;NA;NA;NA
2877;1506005;NA;NA;NA
2878;1506195;344629,4931;7022718683;4,91E-05
2879;1506807;147951,3202;17903514278;8,26E-06
2880;1507979;NA;NA;NA
2881;1508050;227978,7458;11985474418;1,90E-05
2882;1508159;142637,0537;10808989042;1,32E-05
2883;1508357;99226,51765;3087985566;3,21E-05
2884;1600055;101174,2732;7710766351;1,31E-05
2885;1600154;149811,6978;9624598324;1,56E-05
2886;1600279;219104,8467;30813327220;7,11E-06
2887;1600808;NA;NA;NA
2888;5100250;NA;NA;NA
2889;5100805;NA;NA;NA
2890;5101407;256950,9387;25149927374;1,02E-05
2891;5101902;107156,1174;15951411597;6,72E-06
2892;5102793;NA;NA;NA
2893;5102850;69206,35446;3909421388;1,77E-05
2894;5103056;71545,1122;3851274891;1,86E-05
2895;5103205;27967,12511;3092857458;9,04E-06
2896;5103254;189488,3626;27990036185;6,77E-06
2897;5103304;696909,5486;21620397761;3,22E-05
2898;5103379;NA;NA;NA
2899;5103700;4563,215514;11481321950;3,97E-07
2900;5103858;NA;NA;NA
2901;5104104;69802,77312;4739072868;1,47E-05
2902;5104526;NA;NA;NA
2903;5104542;NA;NA;NA
2904;5104559;66028,67774;4528764583;1,46E-05
2905;5105101;NA;NA;NA
2906;5105150;71747,75328;26212463450;2,74E-06
2907;5105176;79460,13866;2778847970;2,86E-05
2908;5105259;60938,96933;3661832916;1,66E-05
2909;5105580;NA;NA;NA
2910;5105606;103631,3559;5246605993;1,98E-05
2911;5106158;28404,63784;9602077020;2,96E-06
2912;5106190;70233,52573;2361010491;2,97E-05
2913;5106216;NA;NA;NA
2914;5106224;194193,7147;9539412846;2,04E-05
2915;5106240;152583,7251;12715482573;1,20E-05
2916;5106265;NA;NA;NA
2917;5106273;NA;NA;NA
2918;5106299;NA;NA;NA
2919;5106422;143945,0033;14275805712;1,01E-05
2920;5106802;NA;NA;NA
2921;5107065;NA;NA;NA
2922;5107248;NA;NA;NA
2923;5107305;NA;NA;NA
2924;5107354;NA;NA;NA
2925;5107578;NA;NA;NA
2926;5107743;NA;NA;NA
2927;5107875;170271,9632;13624463227;1,25E-05
2928;5107909;102669,5613;3941709386;2,60E-05
2929;5107925;253720,5919;9327011578;2,72E-05
2930;5107941;NA;NA;NA
2931;5108006;NA;NA;NA
2932;5108055;66789,28999;2563306699;2,61E-05
2933;5108303;NA;NA;NA
2934;5108501;26582,75866;2962702640;8,97E-06
2935;5108808;NA;NA;NA
2936;5108907;NA;NA;NA
2937;5108956;NA;NA;NA
2938;1500107;NA;NA;NA
2939;1500131;53253,03763;614868415,8;8,66E-05
2940;1500206;NA;NA;NA
2941;1500347;46773,97149;7109137914;6,58E-06
2942;1500701;NA;NA;NA
2943;1500800;39130,53227;190698488,9;0,000205196
2944;1500909;36292,82854;1091424776;3,33E-05
2945;1500958;59978,40752;1814534856;3,31E-05
2946;1501105;NA;NA;NA
2947;1501204;125923,983;3757255323;3,35E-05
2948;1501253;NA;NA;NA
2949;1501303;NA;NA;NA
2950;1501402;51085,00242;1060720970;4,82E-05
2951;1501501;57661,64095;188103025,7;0,000306543
2952;1501576;69259,64948;2818637865;2,46E-05
2953;1501600;56909,89985;587221596,4;9,69E-05
2954;1501709;112625,6347;2092239501;5,38E-05
2955;1501758;98046,83177;1290013946;7,60E-05
2956;1501782;NA;NA;NA
2957;1501808;NA;NA;NA
2958;1501907;NA;NA;NA
2959;1501956;52476,17868;2461558233;2,13E-05
2960;1502004;NA;NA;NA
2961;1502103;111882,9581;3081020082;3,63E-05
2962;1502152;NA;NA;NA
2963;1502202;60322,75332;615037116,2;9,81E-05
2964;1502301;54912,08259;2901681422;1,89E-05
2965;1502400;135247,1625;1030684348;0,000131221
2966;1502509;NA;NA;NA
2967;1502608;NA;NA;NA
2968;1502707;NA;NA;NA
2969;1502756;NA;NA;NA
2970;1502772;40757,62369;2368532837;1,72E-05
2971;1502806;NA;NA;NA
2972;1502905;NA;NA;NA
2973;1502939;192359,4981;5277971068;3,64E-05
2974;1502954;82882,22422;2957097564;2,80E-05
2975;1503044;NA;NA;NA
2976;1503077;NA;NA;NA
2977;1503093;NA;NA;NA
2978;1503200;97641,562;786943231,7;0,000124077
2979;1503309;NA;NA;NA
2980;1503408;NA;NA;NA
2981;1503457;145918,378;5225273797;2,79E-05
2982;1503507;56151,18483;1380696519;4,07E-05
2983;1503705;87945,92858;7877146555;1,12E-05
2984;1503804;1207,393519;2008742697;6,01E-07
2985;1504000;29848,99411;1490070553;2,00E-05
2986;1504059;32195,65723;470024621,7;6,85E-05
2987;1504109;NA;NA;NA
2988;1504208;353632,7079;15122479532;2,34E-05
2989;1504307;NA;NA;NA
2990;1504406;NA;NA;NA
2991;1504422;30138,71436;103488315,9;0,000291228
2992;1504604;NA;NA;NA
2993;1504703;67949,61221;9097350498;7,47E-06
2994;1504901;NA;NA;NA
2995;1504950;NA;NA;NA
2996;1504976;58987,81293;1564426310;3,77E-05
2997;1505007;49780,62252;490322160,6;0,000101526
2998;1505064;280275,0765;15389646526;1,82E-05
2999;1505205;81339,57153;3850631548;2,11E-05
3000;1505403;12290,22155;562731856,1;2,18E-05
3001;1505486;245022,8657;11823908606;2,07E-05
3002;1505494;26507,91924;985663857,2;2,69E-05
3003;1505502;161938,2081;19369071294;8,36E-06
3004;1505536;NA;NA;NA
3005;1505551;57362,02704;1670481426;3,43E-05
3006;1505601;37988,27215;450576066,9;8,43E-05
3007;1505635;29145,65155;3314059310;8,79E-06
3008;1505700;NA;NA;NA
3009;1506104;NA;NA;NA
3010;1506112;NA;NA;NA
3011;1506138;100619,0978;3821532401;2,63E-05
3012;1506161;81787,82045;4113001039;1,99E-05
3013;1506187;87407,21933;8256372341;1,06E-05
3014;1506203;NA;NA;NA
3015;1506302;NA;NA;NA
3016;1506351;13283,83686;278575982,4;4,77E-05
3017;1506401;NA;NA;NA
3018;1506500;105730,5624;718901293,2;0,000147072
3019;1506559;52164,88595;1356583167;3,85E-05
3020;1506583;123438,1405;10323796521;1,20E-05
3021;1506609;83058,87123;458250766,7;0,000181252
3022;1506708;210687,5288;11583084046;1,82E-05
3023;1506906;NA;NA;NA
3024;1507003;NA;NA;NA
3025;1507102;NA;NA;NA
3026;1507151;111434,352;1393536557;8,00E-05
3027;1507201;6159,043129;1679860348;3,67E-06
3028;1507409;70904,3235;480287030,7;0,000147629
3029;1507458;77278,13658;3170757136;2,44E-05
3030;1507466;NA;NA;NA
3031;1507474;NA;NA;NA
3032;1507508;122818,7646;1280941811;9,59E-05
3033;1507607;29037,64784;1111626363;2,61E-05
3034;1507706;NA;NA;NA
3035;1507755;48510,64906;1297969053;3,74E-05
3036;1507904;NA;NA;NA
3037;1507953;NA;NA;NA
3038;1507961;NA;NA;NA
3039;1508001;NA;NA;NA
3040;1508035;77742,54848;934601372,1;8,32E-05
3041;1508100;80415,69493;2085405964;3,86E-05
3042;1508126;79765,7576;5094147761;1,57E-05
3043;1508209;NA;NA;NA
3044;1508308;227498,9509;4914354669;4,63E-05
3045;1508407;117875,9446;3778574152;3,12E-05
3046;1600212;5611,862517;2177952579;2,58E-06
3047;1600253;NA;NA;NA
3048;1700251;NA;NA;NA
3049;1700301;54358,36384;235653833;0,00023067
3050;1700350;44937,69746;1580540156;2,84E-05
3051;1700400;NA;NA;NA
3052;1700707;53813,28553;1212462599;4,44E-05
3053;1701002;NA;NA;NA
3054;1701051;NA;NA;NA
3055;1701101;27530,89105;1162552342;2,37E-05
3056;1701309;NA;NA;NA
3057;1701903;1149,495436;2778108290;4,14E-07
3058;1702000;NA;NA;NA
3059;1702109;81780,66021;4004394634;2,04E-05
3060;1702158;26567,68814;836911970,8;3,17E-05
3061;1702208;88668,72521;2629886144;3,37E-05
3062;1702307;NA;NA;NA
3063;1702406;113202,9625;5789390949;1,96E-05
3064;1702554;NA;NA;NA
3065;1702703;NA;NA;NA
3066;1702901;NA;NA;NA
3067;1703008;23738,54738;1791449917;1,33E-05
3068;1703057;NA;NA;NA
3069;1703073;34516,90543;1107677352;3,12E-05
3070;1703107;44092,16863;713765815,5;6,18E-05
3071;1703206;NA;NA;NA
3072;1703305;77410,62128;1334924672;5,80E-05
3073;1703602;33649,34601;642215597,5;5,24E-05
3074;1703701;NA;NA;NA
3075;1703800;NA;NA;NA
3076;1703826;25201,97434;352927327,3;7,14E-05
3077;1703842;NA;NA;NA
3078;1703867;110334,401;1128769978;9,77E-05
3079;1703883;NA;NA;NA
3080;1703891;NA;NA;NA
3081;1703909;NA;NA;NA
3082;1704105;27414,034;1956640610;1,40E-05
3083;1704600;NA;NA;NA
3084;1705102;88844,39646;1649091679;5,39E-05
3085;1705508;49192,27696;844719829,7;5,82E-05
3086;1705557;NA;NA;NA
3087;1705607;NA;NA;NA
3088;1706001;NA;NA;NA
3089;1706100;NA;NA;NA
3090;1706258;22223,56243;986993916;2,25E-05
3091;1706506;114162,2381;1641664378;6,95E-05
3092;1707009;22495,36342;3217869962;6,99E-06
3093;1707108;NA;NA;NA
3094;1707207;NA;NA;NA
3095;1707306;66048,67914;3424762723;1,93E-05
3096;1707405;NA;NA;NA
3097;1707553;30843,38348;383113764,8;8,05E-05
3098;1707652;77638,88376;1930213781;4,02E-05
3099;1707702;NA;NA;NA
3100;1708205;88303,28988;13416438831;6,58E-06
3101;1708254;52531,58138;622186417,6;8,44E-05
3102;1708304;NA;NA;NA
3103;1709005;122455,5693;6415438745;1,91E-05
3104;1709302;100366,9161;2270812124;4,42E-05
3105;1709500;147103,7279;1837044476;8,01E-05
3106;1709807;NA;NA;NA
3107;1710508;77413,29695;3055477143;2,53E-05
3108;1710706;NA;NA;NA
3109;1710904;NA;NA;NA
3110;1711100;NA;NA;NA
3111;1711506;NA;NA;NA
3112;1711803;NA;NA;NA
3113;1711902;NA;NA;NA
3114;1711951;NA;NA;NA
3115;1712009;NA;NA;NA
3116;1712157;NA;NA;NA
3117;1712405;NA;NA;NA
3118;1712454;21170,23205;280020468,9;7,56E-05
3119;1712504;NA;NA;NA
3120;1712702;NA;NA;NA
3121;1712801;NA;NA;NA
3122;1713205;94849,4484;2658725231;3,57E-05
3123;1713304;51799,89099;1032452249;5,02E-05
3124;1713601;7123,158388;3623326522;1,97E-06
3125;1713700;10420,76846;1091898188;9,54E-06
3126;1713809;60509,11046;748885672,7;8,08E-05
3127;1713957;NA;NA;NA
3128;1714203;133627,3684;3244825491;4,12E-05
3129;1714302;40904,86374;396517970,4;0,00010316
3130;1714880;49864,05949;1568227147;3,18E-05
3131;1715002;35735,13747;516523320,5;6,92E-05
3132;1715101;NA;NA;NA
3133;1715150;NA;NA;NA
3134;1715259;NA;NA;NA
3135;1715507;22571,38189;205960019,8;0,000109591
3136;1715705;59302,2359;2645153371;2,24E-05
3137;1715754;NA;NA;NA
3138;1716109;47369,81983;1268830174;3,73E-05
3139;1716208;233173,5631;11277416322;2,07E-05
3140;1716307;NA;NA;NA
3141;1716505;104908,7212;2014599432;5,21E-05
3142;1716604;175159,8385;5296298452;3,31E-05
3143;1716653;NA;NA;NA
3144;1716703;NA;NA;NA
3145;1717008;NA;NA;NA
3146;1717206;41137,81955;1369663735;3,00E-05
3147;1717503;65296,43024;10009927821;6,52E-06
3148;1717800;37934,63416;1806031803;2,10E-05
3149;1717909;NA;NA;NA
3150;1718006;NA;NA;NA
3151;1718204;18701,27742;4454655459;4,20E-06
3152;1718303;NA;NA;NA
3153;1718402;29448,96006;771299044,8;3,82E-05
3154;1718451;27528,2845;402047264,9;6,85E-05
3155;1718501;NA;NA;NA
3156;1718550;NA;NA;NA
3157;1718659;NA;NA;NA
3158;1718709;43897,62125;846030228,8;5,19E-05
3159;1718758;94987,23388;6361183516;1,49E-05
3160;1718808;NA;NA;NA
3161;1718840;NA;NA;NA
3162;1718865;NA;NA;NA
3163;1718881;15978,04995;1412767071;1,13E-05
3164;1718899;50013,41123;3275195053;1,53E-05
3165;1718907;83756,01201;1799262289;4,66E-05
3166;1719004;NA;NA;NA
3167;1720002;8227,35721;270079969,3;3,05E-05
3168;1720101;62551,31948;1107923052;5,65E-05
3169;1720150;NA;NA;NA
3170;1720200;NA;NA;NA
3171;1720259;NA;NA;NA
3172;1720309;NA;NA;NA
3173;1720499;118762,8263;2523520035;4,71E-05
3174;1720655;22081,66657;1261169252;1,75E-05
3175;1720804;NA;NA;NA
3176;1720853;34138,16188;1026109635;3,33E-05
3177;1720903;108455,7839;2437191969;4,45E-05
3178;1720937;NA;NA;NA
3179;1720978;65921,26049;2157589261;3,06E-05
3180;1721000;14901,1435;2222527885;6,70E-06
3181;1721109;20508,84265;2605880353;7,87E-06
3182;1721208;60540,76227;1078315817;5,61E-05
3183;1721257;33439,04002;713239152,2;4,69E-05
3184;1721307;NA;NA;NA
3185;1722081;109930,1787;1375702985;7,99E-05
3186;1722107;56732,12359;1187814088;4,78E-05
3187;2100055;368632,5185;5811560387;6,34E-05
3188;2100105;NA;NA;NA
3189;2100154;NA;NA;NA
3190;2100204;5104,176802;1456846817;3,50E-06
3191;2100303;687,1242576;1942143863;3,54E-07
3192;2100402;10711,19858;710067062,4;1,51E-05
3193;2100436;45137,91767;383046788,5;0,000117839
3194;2100477;101842,5249;1931349328;5,27E-05
3195;2100501;20201,78659;11128296502;1,82E-06
3196;2100550;NA;NA;NA
3197;2100600;40164,20993;7438057019;5,40E-06
3198;2100709;47909,75473;1010376452;4,74E-05
3199;2100808;NA;NA;NA
3200;2100832;NA;NA;NA
3201;2100873;39835,37807;804705921,6;4,95E-05
3202;2100907;29905,9179;1786030443;1,67E-05
3203;2100956;NA;NA;NA
3204;2101004;42516,11632;1099423519;3,87E-05
3205;2101103;NA;NA;NA
3206;2101202;103599,0159;1681767680;6,16E-05
3207;2101251;42328,40691;615171043,6;6,88E-05
3208;2101301;NA;NA;NA
3209;2101350;NA;NA;NA
3210;2101400;218504,4626;13138733395;1,66E-05
3211;2101509;119052,9439;2208773007;5,39E-05
3212;2101608;108800,3988;5186271216;2,10E-05
3213;2101707;40105,01073;3025645083;1,33E-05
3214;2101731;NA;NA;NA
3215;2101772;36694,8071;147843125,8;0,000248201
3216;2101806;5115,671599;1780434452;2,87E-06
3217;2101905;NA;NA;NA
3218;2101939;NA;NA;NA
3219;2101970;34883,41843;403296219,9;8,65E-05
3220;2102002;250799,4967;6589613202;3,81E-05
3221;2102036;74489,75373;2679277465;2,78E-05
3222;2102077;20863,37331;445120041,6;4,69E-05
3223;2102101;5832,458932;1075321295;5,42E-06
3224;2102150;NA;NA;NA
3225;2102200;NA;NA;NA
3226;2102309;NA;NA;NA
3227;2102325;60696,54845;2544776299;2,39E-05
3228;2102358;NA;NA;NA
3229;2102374;NA;NA;NA
3230;2102408;NA;NA;NA
3231;2102507;18135,53108;661533567,8;2,74E-05
3232;2102556;51904,61028;615849102;8,43E-05
3233;2102606;6703,975151;1639684080;4,09E-06
3234;2102705;NA;NA;NA
3235;2102754;36541,713;590147498,2;6,19E-05
3236;2102804;269890,3587;6445976601;4,19E-05
3237;2102903;2726,777349;1231483501;2,21E-06
3238;2103000;245532,0984;5197285819;4,72E-05
3239;2103109;NA;NA;NA
3240;2103125;NA;NA;NA
3241;2103158;NA;NA;NA
3242;2103174;NA;NA;NA
3243;2103208;51822,87137;3247170518;1,60E-05
3244;2103257;17896,18843;1466445290;1,22E-05
3245;2103307;189041,7635;4359562736;4,34E-05
3246;2103406;NA;NA;NA
3247;2103505;83101,53731;1979389551;4,20E-05
3248;2103554;NA;NA;NA
3249;2103604;93991,16008;2262474214;4,15E-05
3250;2103703;NA;NA;NA
3251;2103752;10722,2547;336037792,5;3,19E-05
3252;2103802;34085,05278;358244823,5;9,51E-05
3253;2103901;NA;NA;NA
3254;2104008;NA;NA;NA
3255;2104057;159912,2461;2720811445;5,88E-05
3256;2104073;NA;NA;NA
3257;2104081;NA;NA;NA
3258;2104099;NA;NA;NA
3259;2104107;16271,23009;1853162516;8,78E-06
3260;2104206;NA;NA;NA
3261;2104305;NA;NA;NA
3262;2104404;17672,74516;883072485;2,00E-05
3263;2104503;NA;NA;NA
3264;2104552;25221,78047;616381371,8;4,09E-05
3265;2104602;60685,14133;816551811,4;7,43E-05
3266;2104628;NA;NA;NA
3267;2104651;19423,97984;1143449644;1,70E-05
3268;2104677;36002,53561;1036511698;3,47E-05
3269;2104701;27112,47624;271269137,9;9,99E-05
3270;2104800;140399,5205;8859400008;1,58E-05
3271;2104909;NA;NA;NA
3272;2105005;12885,41735;2130852714;6,05E-06
3273;2105104;NA;NA;NA
3274;2105153;42103,36093;368386175,4;0,000114291
3275;2105203;NA;NA;NA
3276;2105302;61032,24262;1370659784;4,45E-05
3277;2105351;20389,53437;1238107643;1,65E-05
3278;2105401;127508,8137;1470503812;8,67E-05
3279;2105427;216065,4795;3584476336;6,03E-05
3280;2105450;24042,55651;591011986,5;4,07E-05
3281;2105476;62355,8281;1961532636;3,18E-05
3282;2105500;NA;NA;NA
3283;2105609;NA;NA;NA
3284;2105658;47033,24173;554844809,7;8,48E-05
3285;2105708;NA;NA;NA
3286;2105807;NA;NA;NA
3287;2105906;2910,683026;622750033,3;4,67E-06
3288;2105922;NA;NA;NA
3289;2105948;NA;NA;NA
3290;2105963;NA;NA;NA
3291;2105989;56640,97905;1048076825;5,40E-05
3292;2106003;10662,47253;321704054,9;3,31E-05
3293;2106102;87915,57553;3594043749;2,45E-05
3294;2106201;NA;NA;NA
3295;2106300;NA;NA;NA
3296;2106326;53633,71922;635513779,1;8,44E-05
3297;2106359;NA;NA;NA
3298;2106375;56847,85902;760550488,4;7,47E-05
3299;2106409;7511,205447;548499892,6;1,37E-05
3300;2106508;NA;NA;NA
3301;2106607;72565,48922;2107570467;3,44E-05
3302;2106631;49075,4725;794081918,1;6,18E-05
3303;2106672;NA;NA;NA
3304;2106706;86738,12178;8514717957;1,02E-05
3305;2106755;49108,17474;340854681,7;0,000144074
3306;2106805;NA;NA;NA
3307;2106904;91143,00481;1270557911;7,17E-05
3308;2107001;NA;NA;NA
3309;2107100;NA;NA;NA
3310;2107209;45984,70016;572305360;8,03E-05
3311;2107258;NA;NA;NA
3312;2107308;52906,67061;976387894,4;5,42E-05
3313;2107357;72362,92751;2451366676;2,95E-05
3314;2107407;28597,47059;694781928,2;4,12E-05
3315;2107456;NA;NA;NA
3316;2107506;NA;NA;NA
3317;2107605;NA;NA;NA
3318;2107704;64282,11622;530278530,5;0,000121223
3319;2107803;11357,72869;3240259346;3,51E-06
3320;2107902;5465,484689;1357876197;4,03E-06
3321;2108009;127565,3723;1634346167;7,81E-05
3322;2108058;NA;NA;NA
3323;2108108;NA;NA;NA
3324;2108207;NA;NA;NA
3325;2108256;1673,27149;1748583668;9,57E-07
3326;2108306;NA;NA;NA
3327;2108405;NA;NA;NA
3328;2108454;87665,74154;824192816,9;0,000106366
3329;2108504;80683,48594;273323298,2;0,000295194
3330;2108603;NA;NA;NA
3331;2108702;32457,337;544709221,7;5,96E-05
3332;2108801;NA;NA;NA
3333;2108900;NA;NA;NA
3334;2109007;112760,799;1418409980;7,95E-05
3335;2109056;NA;NA;NA
3336;2109106;80133,15771;771026673,4;0,00010393
3337;2109205;NA;NA;NA
3338;2109239;27954,24894;437398132,8;6,39E-05
3339;2109270;NA;NA;NA
3340;2109304;13541,01009;459162050,3;2,95E-05
3341;2109403;39411,62932;1367699105;2,88E-05
3342;2109452;NA;NA;NA
3343;2109502;125736,7108;6373251353;1,97E-05
3344;2109551;34899,23459;751172447,6;4,65E-05
3345;2109601;NA;NA;NA
3346;2109700;80549,09171;2476966437;3,25E-05
3347;2109759;14574,52125;622742423,1;2,34E-05
3348;2109809;NA;NA;NA
3349;2109908;75428,67617;600034841,4;0,000125707
3350;2110005;110957,6072;4777676500;2,32E-05
3351;2110039;38544,65599;1009882329;3,82E-05
3352;2110104;NA;NA;NA
3353;2110203;37852,42629;705917362,8;5,36E-05
3354;2110237;NA;NA;NA
3355;2110278;46282,58316;1601518000;2,89E-05
3356;2110302;42274,77864;770366776,1;5,49E-05
3357;2110401;20799,16408;931286296,7;2,23E-05
3358;2110500;NA;NA;NA
3359;2110609;NA;NA;NA
3360;2110658;47348,16162;960210293,2;4,93E-05
3361;2110708;51739,38345;1151209867;4,49E-05
3362;2110807;46204,33342;2030749564;2,28E-05
3363;2110856;28912,68033;746269598,2;3,87E-05
3364;2110906;4337,584166;2280850575;1,90E-06
3365;2111003;NA;NA;NA
3366;2111029;NA;NA;NA
3367;2111052;22477,20454;2054457410;1,09E-05
3368;2111078;24310,9108;1437578939;1,69E-05
3369;2111102;117861,4511;1482306667;7,95E-05
3370;2111201;NA;NA;NA
3371;2111250;NA;NA;NA
3372;2111300;56060,16989;834241622,7;6,72E-05
3373;2111409;14169,43466;908480512,6;1,56E-05
3374;2111508;32719,04583;782653250,9;4,18E-05
3375;2111532;50208,9128;721438275,4;6,96E-05
3376;2111573;NA;NA;NA
3377;2111607;91576,08275;3519219387;2,60E-05
3378;2111631;NA;NA;NA
3379;2111672;NA;NA;NA
3380;2111706;NA;NA;NA
3381;2111722;27527,67293;441460099,9;6,24E-05
3382;2111748;39506,05379;426239885,3;9,27E-05
3383;2111763;NA;NA;NA
3384;2111789;NA;NA;NA
3385;2111805;39234,77389;3114813331;1,26E-05
3386;2111904;36683,23678;1073733385;3,42E-05
3387;2111953;67353,19803;863818597,5;7,80E-05
3388;2112001;NA;NA;NA
3389;2112100;NA;NA;NA
3390;2112209;108582,5407;1765393442;6,15E-05
3391;2112233;NA;NA;NA
3392;2112274;15764,54161;270817654,1;5,82E-05
3393;2112308;115705,4992;3366513946;3,44E-05
3394;2112407;NA;NA;NA
3395;2112456;NA;NA;NA
3396;2112506;NA;NA;NA
3397;2112605;NA;NA;NA
3398;2112704;61224,27663;1956973011;3,13E-05
3399;2112803;NA;NA;NA
3400;2112852;12811,70236;1190921672;1,08E-05
3401;2112902;37910,27057;716150598,3;5,29E-05
3402;2113009;18939,03658;1192470040;1,59E-05
3403;2114007;51606,45583;2138981345;2,41E-05
3404;2200053;60145,63341;1280106391;4,70E-05
3405;2200103;10563,56631;112517775;9,39E-05
3406;2200202;9949,343004;97128605,16;0,000102435
3407;2200251;10215,14499;535975354,5;1,91E-05
3408;2200277;14296,78655;259832614,8;5,50E-05
3409;2200301;NA;NA;NA
3410;2200400;71236,31086;958752571,6;7,43E-05
3411;2200459;49589,5931;2130929309;2,33E-05
3412;2200509;93913,87724;1155994670;8,12E-05
3413;2200608;29090,02635;223599207,8;0,000130099
3414;2200707;1207,955568;337994069;3,57E-06
3415;2200806;NA;NA;NA
3416;2200905;16979,92167;823013436,5;2,06E-05
3417;2200954;NA;NA;NA
3418;2201002;NA;NA;NA
3419;2201051;NA;NA;NA
3420;2201101;NA;NA;NA
3421;2201150;NA;NA;NA
3422;2201176;NA;NA;NA
3423;2201200;40329,30381;1722065592;2,34E-05
3424;2201309;11626,64623;2026980222;5,74E-06
3425;2201408;18300,00193;159603483,4;0,000114659
3426;2201507;68837,05068;1591837603;4,32E-05
3427;2201556;23066,61608;500220286,3;4,61E-05
3428;2201572;NA;NA;NA
3429;2201606;11226,85855;789569589,7;1,42E-05
3430;2201705;147998,1358;1224821000;0,000120832
3431;2201739;NA;NA;NA
3432;2201770;NA;NA;NA
3433;2201804;3234,952761;268794493;1,20E-05
3434;2201903;301278,8288;5465439054;5,51E-05
3435;2201919;33958,84789;522257759,2;6,50E-05
3436;2201929;13850,03648;289368271,9;4,79E-05
3437;2201945;4938,98275;278785231,2;1,77E-05
3438;2201960;54340,16404;882092296,2;6,16E-05
3439;2201988;NA;NA;NA
3440;2202000;78743,85704;692292790,6;0,000113744
3441;2202026;24031,18533;2635917533;9,12E-06
3442;2202059;NA;NA;NA
3443;2202075;NA;NA;NA
3444;2202083;22083,28363;271952119;8,12E-05
3445;2202091;7367,609732;468721873;1,57E-05
3446;2202109;18639,4906;832594525,5;2,24E-05
3447;2202117;NA;NA;NA
3448;2202133;37010,61062;311981275,9;0,000118631
3449;2202174;34198,49728;478290416,6;7,15E-05
3450;2202208;89738,63911;1678540953;5,35E-05
3451;2202251;45977,93106;2162407783;2,13E-05
3452;2202307;15487,66056;4325801443;3,58E-06
3453;2202406;59915,43516;593212406,6;0,000101002
3454;2202455;NA;NA;NA
3455;2202505;NA;NA;NA
3456;2202539;29868,70775;472224138,6;6,33E-05
3457;2202554;NA;NA;NA
3458;2202604;NA;NA;NA
3459;2202653;29347,39255;488993851,9;6,00E-05
3460;2202703;42752,45686;1295652131;3,30E-05
3461;2202711;19288,99388;282635867,5;6,82E-05
3462;2202729;NA;NA;NA
3463;2202737;32999,78506;486205939,6;6,79E-05
3464;2202752;74973,60172;430490864,9;0,000174158
3465;2202778;NA;NA;NA
3466;2202802;NA;NA;NA
