"","ibge","Municipios","rod_fechada","X28.03.2020","X01.04.2020","X02.04.2020","X03.04.2020","X04.04.2020","X05.04.2020","X08.04.2020","X10.04.2020","X11.04.2020","X15.04.2020","X16.04.2020","X17.04.2020","X18.04.2020","X19.04.2020","X22.04.2020","X24.04.2020","X25.04.2020","X26.04.2020","X29.04.2020","X30.04.2020","X01.05.2020","X02.05.2020","X06.05.2020","X07.05.2020","X08.05.2020","X09.05.2020","X10.05.2020","X13.05.2020","X14.05.2020","X15.05.2020","X16.05.2020","X17.05.2020","X20.05.2020","X21.05.2020","X22.05.2020","X23.05.2020","X24.05.2020","X29.05.2020","X30.05.2020","X31.05.2020","X03.06.2020","X05.06.2020","X06.06.2020","X07.06.2020","X10.06.2020","X11.06.2020","X12.06.2020","X14.06.2020","X17.06.2020","X18.06.2020","X20.06.2020","X21.06.2020","X24.06.2020","X25.06.2020","X26.06.2020","X27.06.2020"
"204","2918803","Laje",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,8,9,10,11,14,15,16,17,18,21,22,23,24,25,30,31,32,35,37,37,37,37,38,39,41,44,45,47,48,51,52,53,54
"205","2918902","Lajedão",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,9,9,9,9,12,13,15,16,19,20,21,22
"206","2919058","Lajedo do Tabocal",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,8,9,10,11,14,15,16,17,18,21,22,23,24,25,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
"207","2919108","Lamarão",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"208","2919157","Lapão",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,3,3,3,3,3,3,3,4,6,7,10,11,12,13
"209","2919207","Lauro de Freitas",91,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,34,35,39,40,41,42,43,46,47,48,49,50,53,54,55,56,57,62,63,64,67,69,70,71,74,75,76,78,81,82,84,85,88,89,90,91
"210","2919405","Licínio de Almeida",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,7,11,12,13,13,13,13,13,13,13,14,17,18,19,20,21,21,21,21,21,21,22,23,26,27,28,30,33,34,36,37,40,41,42,43
"211","2919504","Livramento de Nossa Senhora",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,8,9,10,11,14,15,16,17,18,21,22,23,24,25,30,31,31,31,33,34,35,38,39,40,42,45,46,48,49,52,53,54,55
"212","2919553","Luís Eduardo Magalhães",78,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,33,33,33,33,33,33,33,33,34,35,36,37,40,41,42,43,44,49,50,51,54,56,57,58,61,62,63,65,68,69,71,72,75,76,77,78
"213","2919603","Macajuba",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,7,8,9
"214","2919702","Macarani",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,22,22,22,23,24
"215","2919801","Macaúbas",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,11,14,15,17,18,21,22,23,24
"216","2919926","Madre de Deus",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,7,8,9,10,13,14,15,16,17,22,23,24,27,29,30,31,34,35,36,38,41,42,44,45,48,49,50,51
"217","2919959","Maetinga",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,9,12,13,15,15,15,15,15,15
"218","2920007","Maiquinique",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,7,8,11,12,13,15,18,18,18,18,18,18,18,19
"219","2920106","Mairi",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"220","2920205","Malhada",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,8,10,11,11,11,11,11
"221","2920304","Malhada de Pedras",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,11,11,11,11,11,11,11,11,11
"222","2920403","Manoel Vitorino",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,16,17,18,21,23,24,25,28,29,30,32,35,36,38,39,42,43,44,45
"223","2920452","Mansidão",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,11,14,15,17,18,21,22,23,24
"224","2920502","Maracás",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,7,8,9,12,13,14,15,16,19,20,21,22,23,28,29,29,29,29,29,29,32,33,34,36,39,40,42,43,46,47,48,49
"225","2920601","Maragogipe",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,10,11,12,13,14,17,18,19,20,21,24,25,26,27,28,33,34,35,38,40,41,42,45,46,47,49,52,53,55,56,59,60,61,62
"226","2920700","Maraú",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,7,8,9,12,13,14,15,16,19,20,21,22,23,28,29,30,33,35,36,37,37,37,37,39,42,43,45,46,49,50,51,52
"227","2920809","Marcionílio Souza",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,28
"228","2920908","Mascote",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"229","2921005","Mata de São João",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,7,8,9,10,13,14,15,16,17,20,21,22,23,24,29,30,31,34,36,37,38,41,42,43,45,48,49,51,52,55,56,57,58
"230","2921054","Matina",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"231","2921104","Medeiros Neto",47,0,0,0,1,2,3,6,8,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,15,16,17,22,23,24,27,27,27,27,30,31,32,34,37,38,40,41,44,45,46,47
"232","2921203","Miguel Calmon",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"233","2921302","Milagres",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,11,14,15,17,18,21,22,23,24
"234","2921401","Mirangaba",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,7,12,13,13,13,13,13,13,13,13,13,15,18,19,21,22,25,26,27,27
"235","2921450","Mirante",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,20,21,22,25,27,28,29,29,29,29,29,32,33,35,36,39,40,41,42
"236","2921500","Monte Santo",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,9,10,11,14,16,17,18,21,22,23,25,28,29,31,32,35,36,37,38
"237","2921609","Morpará",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,10,14,15,16,17,18,21,22,23,24,25,28,29,30,31,32,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,40,41
"238","2921708","Morro do Chapéu",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,8,9,14,15,16,19,21,22,23,26,26,26,26,29,30,32,33,36,37,38,39
"239","2921807","Mortugaba",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,8,10,11,14,15,16,17
"240","2921906","Mucugê",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,10,14,15,16,17,18,18,18,18,18,18,18,19,20,21,22,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
"241","2922003","Mucuri",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,7,8,13,14,15,18,20,21,22,25,26,27,29,32,33,35,36,39,40,41,42
"242","2922052","Mulungu do Morro",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,11,14,15,17,18,21,22,23,24
"243","2922102","Mundo Novo",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,9,10,11,11,11,11,11,11,11,11,11,14,15,17,18,21,22,23,24
"244","2922201","Muniz Ferreira",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,10,11,12,14,17,18,20,21,24,25,26,27
"245","2922250","Muquém de São Francisco",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,8,10,11,14,15,16,17
"246","2922300","Muritiba",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,7,8,13,14,15,18,20,21,22,25,26,27,29,32,33,35,36,39,40,41,42
"247","2922409","Mutuípe",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,9,10,11,14,16,17,18,21,22,23,25,28,29,31,32,35,36,37,38
"248","2922508","Nazaré",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,11,11,11,11,11,11,11,12,15,17,18,19,22,23,24,26,29,30,32,33,36,37,38,39
"249","2922607","Nilo Peçanha",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,8,9,10,11,14,15,16,17,18,21,22,23,23,23,23,23,23,23,23,23,23,23,24,25,27,30,31,33,34,37,38,39,40
"250","2922656","Nordestina",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,14,15,15,15,15,15,16,17,20,22,23,24,27,28,29,31,34,35,37,38,41,42,43,44
"251","2922706","Nova Canaã",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,8,10,11,14,15,16,17
"252","2922730","Nova Fátima",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,23,23,23,23
"253","2922755","Nova Ibiá",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,7,12,13,13,13,13,13,13,13,13,13,13,13,14,16,17,20,21,22,23
"254","2922854","Nova Redenção",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,4
"255","2922904","Nova soure",47,0,4,5,6,7,8,11,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,16,17,18,21,22,23,24,25,28,29,30,31,32,37,38,39,42,44,45,46,46,46,46,46,46,46,46,46,46,46,46,47
"256","2923001","Nova Viçosa",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,7,8,11,12,13,14,15,20,21,22,25,27,28,29,32,33,34,36,39,40,42,43,46,47,48,49
"257","2923035","Novo Horizonte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","2923050","Novo Triunfo",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,10,11,12,14,17,18,20,21,24,25,26,27
"259","2923100","Olindina",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,8,11,13,14,15,18,19,20,22,25,26,28,29,32,33,34,35
"260","2923209","Oliveira dos Brejinhos",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,8,9,10,11,14,15,16,17,18,21,22,23,24,25,30,31,32,35,37,38,39,42,43,44,46,49,50,52,53,56,57,58,59
"261","2923308","Ouriçangas",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,7,8,9,10,10,10,10,10,10,11,12,15,16,17,19,22,23,25,26,29,30,31,32
"262","2923357","Ourolândia",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,10,11,12,14,14,14,14,14,14,14,14,14
"263","2923407","Palmas de Monte Alto",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,9,12,13,15,16,19,20,21,21
"264","2923506","Palmeiras",32,0,0,0,0,0,0,0,2,3,7,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,16,18,19,20,20,20,20,20,23,24,26,27,30,31,32,32
"265","2923605","Paramirim",51,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,15,19,20,21,22,23,26,27,28,29,30,33,34,35,36,37,42,43,44,47,49,50,51,51,51,51,51,51,51,51,51,51,51,51,51
"266","2923704","Paratinga",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,9,10,13,15,16,17,17,17,17,17,17,17,17,17,17,17,17,17
"267","2923803","Paripiranga",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,10,11,12,14,17,18,20,21,24,25,26,27
"268","2923902","Pau Brasil",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,14,15,16,17,18,23,24,25,28,30,31,32,35,36,37,39,42,43,45,46,49,50,51,52
"269","2924009","Paulo Afonso",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,8,12,13,14,15,16,19,20,21,22,23,26,27,28,29,30,35,36,37,40,42,43,44,47,48,49,51,54,55,57,58,61,62,63,64
"270","2924058","Pé de Serra",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,8,11,12,14,15,18,19,19,19
"271","2924108","Pedrão",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","2924207","Pedro Alexandre",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,10,11,12,14,14,14,16,17,20,21,22,23
"273","2924306","Piatã",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,5,5,5,5,5,5,5,6,7,9,12,13,15,16,19,20,21,22
"274","2924405","Pilão Arcado",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,11,11,11,11,11,11,11,12,15,17,18,19,22,23,24,26,29,30,32,33,33,33,34,35
"275","2924504","Pindaí",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,11,14,15,17,18,21,22,23,24
"276","2924603","Pindobaçu",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,11,14,15,17,18,21,22,23,24
"277","2924652","Pintadas",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"278","2924678","Piraí do Norte",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,7,8,11,12,13,15,18,19,21,22,25,26,27,28
"279","2924702","Piripá",47,0,0,0,0,0,0,0,2,3,7,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,18,19,20,23,25,26,27,30,31,32,34,37,38,40,41,44,45,46,47
"280","2924801","Piritiba",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,9,10,11,14,16,17,18,21,22,23,25,28,29,31,31,31,31,31,31
"281","2925006","Planalto",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,7,10,11,13,14,17,18,19,20
"282","2925105","Poções",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,8,11,12,14,15,18,19,20,21
"283","2925204","Pojuca",66,0,4,5,6,7,8,11,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,16,17,18,21,22,23,24,25,28,29,30,31,32,37,38,39,42,44,45,46,49,50,51,53,56,57,59,60,63,64,65,66
"284","2925253","Ponto Novo",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,6,7,12,13,14,17,19,20,21,24,25,26,28,31,32,34,35,38,39,40,41
"285","2925303","Porto Seguro",91,0,4,5,6,7,8,11,13,14,18,19,20,21,22,25,27,28,29,32,33,34,35,39,40,41,42,43,46,47,48,49,50,53,54,55,56,57,62,63,64,67,69,70,71,74,75,76,78,81,82,84,85,88,89,90,91
"286","2925402","Potiraguá",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,16,17,18,21,23,24,25,28,29,30,32,35,36,38,39,42,43,44,45
"287","2925501","Prado",66,0,4,5,6,7,8,11,13,14,18,19,20,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,24,25,28,29,30,31,32,37,38,39,42,44,45,46,49,50,51,53,56,57,59,60,63,64,65,66
"288","2925600","Presidente Dutra",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,16,17,18,21,23,24,25,28,29,30,32,35,36,38,39,42,43,44,45
"289","2925709","Presidente Jânio Quadros",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"290","2925758","Presidente Tancredo Neves",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,11,11,11,11,11,11,12,15,16,17,19,22,23,25,26,29,30,31,32
"291","2925808","Queimadas",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,7,8,13,14,15,18,20,21,22,25,26,27,29,32,33,33,33,33,34,35,36
"292","2925907","Quijingue",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,7,8,9,10
"293","2925931","Quixabeira",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,7,8,9,10,15,16,17,20,22,23,24,27,28,29,31,34,35,37,37,37,38,39,40
"294","2925956","Rafael Jambeiro",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,14,15,16,17,18,18,18,18,21,23,24,25,28,29,30,32,35,36,38,39,42,43,44,45
"295","2926004","Remanso",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,14,15,16,17,18,23,24,25,28,30,31,32,35,36,37,39,42,42,42,42,42,42,42,42
"296","2926103","Retirolândia",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,8,9,10,11,14,15,16,17,18,23,24,25,28,30,31,32,35,36,37,39,42,43,45,46,49,50,51,52
"297","2926202","Riachão das Neves",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"298","2926301","Riachão do Jacuípe",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,8,9,10,13,15,16,17,20,21,22,24,27,28,30,31,34,35,36,37
"299","2926400","Riacho de Santana",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,10,12,13,14,17,18,19,21,24,25,27,28,31,32,33,34
"300","2926509","Ribeira do Amparo",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
"301","2926608","Ribeira do Pombal",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,8,9,10,14,15,16,17,18,21,22,23,24,25,28,29,30,31,32,37,38,39,42,44,45,46,49,50,51,53,56,57,59,60,63,64,65,66
"302","2926657","Ribeirão do Largo",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,9,12,12,12,12,12,12,12,12
"303","2926806","Rio do Antônio",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,22,22,22,22,22
"304","2926905","Rio do Pires",26,0,0,0,0,0,0,0,0,0,0,1,2,3,4,7,9,10,11,14,15,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,19,22,24,25,26,26,26,26,26,26,26,26,26,26,26,26,26
"305","2927002","Rio Real",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,8,12,13,14,15,16,19,20,21,21,21,21,22,23,24,25,30,31,32,35,37,38,39,42,43,44,46,49,50,52,53,56,57,58,59
"306","2927101","Rodelas",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,7,8,9,10,15,16,17,20,22,23,24,27,28,29,31,31,31,31,31,31,31,31,31
"307","2927200","Ruy Barbosa",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,7,8,9,9,9,9,9,9,10,11,14,15,16,18,21,22,24,25,28,29,30,31
"308","2927309","Salinas das Margaridas",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,7,8,9,12,13,14,16,19,20,22,23,26,27,28,29
