"";"ibge";"id.sus";"mortes";"mortes.diabetes";"mortes.hipertensao";"estabelecimentos.saude";"leitos";"profissionais.saude";"aux.enf.intensivista";"sup.enf.intensivista";"sup.med.intensivista";"sup.med.infectologista";"p_diabetes";"p_hipertensao"
"4271";4124608;"412460";59;2;3;1;16;60;NA;NA;NA;NA;0,0338983050847458;0,0508474576271186
"4272";4124707;"412470";82;0;4;NA;20;50;NA;NA;NA;NA;0;0,0487804878048781
"4273";4124806;"412480";89;2;4;1;NA;96;NA;NA;NA;NA;0,0224719101123595;0,0449438202247191
"4274";4124905;"412490";47;2;8;1;17;49;NA;NA;NA;NA;0,0425531914893617;0,170212765957447
"4275";4125001;"412500";108;9;6;1;20;126;NA;NA;NA;NA;0,0833333333333333;0,0555555555555556
"4276";4125100;"412510";84;1;2;1;20;103;NA;NA;NA;NA;0,0119047619047619;0,0238095238095238
"4277";4125209;"412520";75;8;2;1;29;102;NA;NA;NA;NA;0,106666666666667;0,0266666666666667
"4278";4125308;"412530";37;2;2;1;NA;55;NA;NA;NA;NA;0,0540540540540541;0,0540540540540541
"4279";4125357;"412535";45;2;4;1;22;86;NA;NA;NA;NA;0,0444444444444444;0,0888888888888889
"4280";4125407;"412540";49;3;2;1;18;69;NA;NA;NA;NA;0,0612244897959184;0,0408163265306122
"4281";4125456;"412545";24;3;2;1;22;47;NA;NA;NA;NA;0,125;0,0833333333333333
"4282";4125506;"412550";1615;84;81;4;177;2002;3;NA;NA;2;0,0520123839009288;0,0501547987616099
"4283";4125555;"412555";15;1;NA;1;NA;31;NA;NA;NA;NA;0,0666666666666667;NA
"4284";4125605;"412560";294;16;14;1;50;265;1;NA;NA;NA;0,054421768707483;0,0476190476190476
"4285";4125704;"412570";203;7;5;1;254;257;NA;NA;NA;NA;0,0344827586206897;0,0246305418719212
"4286";4125753;"412575";53;0;1;1;NA;52;NA;NA;NA;NA;0;0,0188679245283019
"4287";4125803;"412580";61;4;2;2;25;83;NA;NA;NA;NA;0,0655737704918033;0,0327868852459016
"4288";4125902;"412590";19;1;NA;1;NA;31;NA;NA;NA;NA;0,0526315789473684;NA
"4289";4126009;"412600";58;3;1;2;25;110;NA;NA;NA;NA;0,0517241379310345;0,0172413793103448
"4290";4126108;"412610";45;1;2;1;NA;53;NA;NA;NA;NA;0,0222222222222222;0,0444444444444444
"4291";4126207;"412620";47;3;3;1;31;75;NA;NA;NA;NA;0,0638297872340425;0,0638297872340425
"4292";4126256;"412625";610;33;52;2;167;842;NA;1;0;NA;0,0540983606557377;0,0852459016393443
"4293";4126272;"412627";44;8;1;1;NA;58;NA;NA;NA;NA;0,181818181818182;0,0227272727272727
"4294";4126306;"412630";115;3;11;3;1;116;NA;NA;NA;NA;0,0260869565217391;0,0956521739130435
"4295";4126355;"412635";29;0;NA;1;NA;39;NA;NA;NA;NA;0;NA
"4296";4126405;"412640";57;2;4;2;23;89;NA;NA;NA;NA;0,0350877192982456;0,0701754385964912
"4297";4126504;"412650";125;6;6;2;16;170;NA;NA;NA;NA;0,048;0,048
"4298";4126603;"412660";169;10;4;2;54;160;NA;NA;NA;NA;0,0591715976331361;0,0236686390532544
"4299";4126652;"412665";24;1;3;2;NA;42;NA;NA;NA;NA;0,0416666666666667;0,125
"4300";4126678;"412667";79;3;2;4;16;125;NA;NA;NA;NA;0,0379746835443038;0,0253164556962025
"4301";4126702;"412670";50;4;3;1;9;53;NA;NA;NA;NA;0,08;0,06
"4302";4126801;"412680";96;7;5;1;NA;101;NA;NA;NA;NA;0,0729166666666667;0,0520833333333333
"4303";4126900;"412690";57;2;5;1;NA;54;NA;NA;NA;NA;0,0350877192982456;0,087719298245614
"4304";4127007;"412700";57;1;NA;2;17;135;NA;NA;NA;NA;0,0175438596491228;NA
"4305";4127106;"412710";542;48;59;2;187;477;NA;NA;NA;NA;0,0885608856088561;0,108856088560886
"4306";4127205;"412720";114;12;5;1;65;243;NA;NA;NA;NA;0,105263157894737;0,043859649122807
"4307";4127304;"412730";114;6;8;1;29;187;NA;NA;NA;NA;0,0526315789473684;0,0701754385964912
"4308";4127403;"412740";144;5;4;1;21;139;NA;NA;NA;NA;0,0347222222222222;0,0277777777777778
"4309";4127502;"412750";148;9;4;1;30;135;NA;NA;NA;NA;0,0608108108108108;0,027027027027027
"4310";4127601;"412760";93;7;5;1;16;191;NA;NA;NA;NA;0,0752688172043011;0,0537634408602151
"4311";4127700;"412770";801;42;28;1;321;1624;1;NA;NA;1;0,052434456928839;0,034956304619226
"4312";4127809;"412780";75;1;1;1;66;91;NA;NA;NA;NA;0,0133333333333333;0,0133333333333333
"4313";4127858;"412785";80;5;3;1;34;118;NA;NA;NA;NA;0,0625;0,0375
"4314";4127882;"412788";33;2;2;2;6;42;NA;NA;NA;NA;0,0606060606060606;0,0606060606060606
"4315";4127908;"412790";81;7;3;1;23;84;NA;NA;NA;NA;0,0864197530864197;0,037037037037037
"4316";4127957;"412795";58;1;2;1;23;72;NA;NA;NA;NA;0,0172413793103448;0,0344827586206897
"4317";4127965;"412796";92;3;6;2;53;153;NA;NA;NA;NA;0,0326086956521739;0,0652173913043478
"4318";4128005;"412800";190;11;7;1;102;242;NA;NA;NA;NA;0,0578947368421053;0,0368421052631579
"4319";4128104;"412810";748;60;67;3;687;2151;NA;1;1;1;0,0802139037433155;0,089572192513369
"4320";4128203;"412820";425;29;16;3;250;760;NA;0;1;1;0,0682352941176471;0,0376470588235294
"4321";4128302;"412830";16;0;1;2;NA;26;NA;NA;NA;NA;0;0,0625
"4322";4128401;"412840";108;4;NA;2;48;98;NA;NA;NA;NA;0,037037037037037;NA
"4323";4128534;"412853";71;2;3;5;NA;88;NA;NA;NA;NA;0,028169014084507;0,0422535211267606
"4324";4128559;"412855";69;10;2;4;27;116;NA;NA;NA;NA;0,144927536231884;0,0289855072463768
"4325";4128609;"412860";61;2;4;1;20;76;NA;NA;NA;NA;0,0327868852459016;0,0655737704918033
"4326";4128658;"412865";34;1;1;2;NA;55;NA;NA;NA;NA;0,0294117647058824;0,0294117647058824
"4327";4128708;"412870";48;1;NA;1;NA;51;NA;NA;NA;NA;0,0208333333333333;NA
"4328";4128500;"412850";177;12;13;1;33;143;NA;NA;NA;NA;0,0677966101694915;0,0734463276836158
"4329";4128807;"412880";47;2;NA;1;NA;40;NA;NA;NA;NA;0,0425531914893617;NA
"4330";NA;"410000";105;0;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
"4331";4200051;"420005";20;3;2;1;NA;37;NA;NA;NA;NA;0,15;0,1
"4332";4200101;"420010";92;5;4;2;42;205;NA;NA;NA;NA;0,0543478260869565;0,0434782608695652
"4333";4200200;"420020";72;2;4;4;NA;96;NA;NA;NA;NA;0,0277777777777778;0,0555555555555556
"4334";4200309;"420030";35;1;4;1;NA;40;NA;NA;NA;NA;0,0285714285714286;0,114285714285714
"4335";4200408;"420040";40;1;3;1;31;90;NA;NA;NA;NA;0,025;0,075
"4336";4200507;"420050";46;0;1;2;NA;45;NA;NA;NA;NA;0;0,0217391304347826
"4337";4200556;"420055";20;0;NA;1;NA;32;NA;NA;NA;NA;0;NA
"4338";4200606;"420060";48;1;2;1;NA;79;NA;NA;NA;NA;0,0208333333333333;0,0416666666666667
"4339";4200705;"420070";51;1;3;1;24;98;NA;NA;NA;NA;0,0196078431372549;0,0588235294117647
"4340";4200754;"420075";18;1;1;2;NA;38;NA;NA;NA;NA;0,0555555555555556;0,0555555555555556
"4341";4200804;"420080";55;1;3;2;NA;72;NA;NA;NA;NA;0,0181818181818182;0,0545454545454545
"4342";4200903;"420090";47;2;2;2;66;78;NA;NA;NA;NA;0,0425531914893617;0,0425531914893617
"4343";4201000;"420100";72;7;6;1;33;112;NA;NA;NA;NA;0,0972222222222222;0,0833333333333333
"4344";4201109;"420110";13;1;1;1;49;39;NA;NA;NA;NA;0,0769230769230769;0,0769230769230769
"4345";4201208;"420120";50;2;2;1;NA;89;NA;NA;NA;NA;0,04;0,04
"4346";4201257;"420125";65;2;4;2;NA;124;NA;NA;NA;NA;0,0307692307692308;0,0615384615384615
"4347";4201273;"420127";28;3;3;2;21;61;NA;NA;NA;NA;0,107142857142857;0,107142857142857
"4348";4201307;"420130";153;5;1;1;NA;305;NA;NA;NA;NA;0,0326797385620915;0,0065359477124183
"4349";4201406;"420140";424;21;15;4;117;992;NA;1;0;3;0,0495283018867925;0,035377358490566
"4350";4201505;"420150";62;6;4;2;31;111;NA;NA;NA;NA;0,0967741935483871;0,0645161290322581
"4351";4201604;"420160";28;0;1;1;21;48;NA;NA;NA;NA;0;0,0357142857142857
"4352";4201653;"420165";19;2;NA;2;NA;29;NA;NA;NA;NA;0,105263157894737;NA
"4353";4201703;"420170";57;1;3;1;NA;65;NA;NA;NA;NA;0,0175438596491228;0,0526315789473684
"4354";4201802;"420180";31;3;1;2;NA;31;NA;NA;NA;NA;0,0967741935483871;0,032258064516129
"4355";4201901;"420190";32;2;3;2;NA;35;NA;NA;NA;NA;0,0625;0,09375
"4356";4201950;"420195";128;6;2;1;NA;85;NA;NA;NA;NA;0,046875;0,015625
"4357";4202057;"420205";108;3;7;1;NA;83;NA;NA;NA;NA;0,0277777777777778;0,0648148148148148
"4358";4202008;"420200";699;33;26;2;248;1638;NA;0;3;10;0,0472103004291846;0,0371959942775393
"4359";4202073;"420207";85;8;1;1;NA;86;NA;NA;NA;NA;0,0941176470588235;0,0117647058823529
"4360";4212809;"421280";144;13;8;2;NA;210;NA;NA;NA;NA;0,0902777777777778;0,0555555555555556
"4361";4220000;"422000";109;4;5;2;NA;86;NA;NA;NA;NA;0,036697247706422;0,0458715596330275
"4362";4202081;"420208";19;0;NA;1;NA;38;NA;NA;NA;NA;0;NA
"4363";4202099;"420209";10;1;1;1;NA;26;NA;NA;NA;NA;0,1;0,1
"4364";4202107;"420210";209;2;8;4;NA;312;NA;NA;NA;NA;0,00956937799043062;0,0382775119617225
"4365";4202131;"420213";44;0;3;4;NA;76;NA;NA;NA;NA;0;0,0681818181818182
"4366";4202156;"420215";17;1;1;1;NA;31;NA;NA;NA;NA;0,0588235294117647;0,0588235294117647
"4367";4202206;"420220";64;2;1;2;2;103;NA;NA;NA;NA;0,03125;0,015625
"4368";4202305;"420230";393;6;8;4;68;722;NA;NA;NA;1;0,0152671755725191;0,0203562340966921
"4369";4202404;"420240";1841;73;71;3;682;4058;NA;7;5;9;0,0396523628462792;0,0385659967409017
"4370";4202438;"420243";20;1;1;3;NA;54;NA;NA;NA;NA;0,05;0,05
"4371";4202503;"420250";25;2;1;1;18;39;NA;NA;NA;NA;0,08;0,04
"4372";4202537;"420253";20;0;NA;1;NA;43;NA;NA;NA;NA;0;NA
"4373";4202578;"420257";14;0;NA;1;NA;31;NA;NA;NA;NA;0;NA
"4374";4202602;"420260";54;3;2;1;50;110;NA;NA;NA;NA;0,0555555555555556;0,037037037037037
"4375";4202453;"420245";98;3;5;4;4;192;NA;NA;NA;NA;0,0306122448979592;0,0510204081632653
"4376";4202701;"420270";34;1;NA;2;NA;46;NA;NA;NA;NA;0,0294117647058824;NA
"4377";4202800;"420280";180;8;10;1;72;452;NA;NA;NA;1;0,0444444444444444;0,0555555555555556
"4378";4202859;"420285";35;2;2;3;NA;35;NA;NA;NA;NA;0,0571428571428571;0,0571428571428571
"4379";4202875;"420287";13;0;2;1;NA;37;NA;NA;NA;NA;0;0,153846153846154
"4380";4202909;"420290";657;27;27;2;270;1145;NA;NA;NA;1;0,0410958904109589;0,0410958904109589
"4381";4203006;"420300";493;26;27;NA;118;759;NA;NA;NA;1;0,0527383367139959;0,0547667342799189
"4382";4203105;"420310";41;5;1;1;27;100;NA;NA;NA;NA;0,121951219512195;0,024390243902439
"4383";4203154;"420315";22;1;NA;1;NA;42;NA;NA;NA;NA;0,0454545454545455;NA
"4384";4203204;"420320";367;14;9;1;157;490;NA;NA;NA;NA;0,0381471389645777;0,0245231607629428
"4385";4203303;"420330";84;2;3;1;32;152;NA;NA;NA;NA;0,0238095238095238;0,0357142857142857
"4386";4203402;"420340";66;7;NA;2;32;85;NA;NA;NA;NA;0,106060606060606;NA
"4387";4203501;"420350";50;0;2;2;42;142;NA;NA;NA;NA;0;0,04
"4388";4203600;"420360";222;19;10;2;101;342;NA;NA;NA;NA;0,0855855855855856;0,045045045045045
"4389";4203709;"420370";64;1;4;4;20;96;NA;NA;NA;NA;0,015625;0,0625
"4390";4203808;"420380";417;23;12;5;65;660;1;5;0;1;0,0551558752997602;0,0287769784172662
"4391";4203253;"420325";23;1;2;1;NA;32;NA;NA;NA;NA;0,0434782608695652;0,0869565217391304
"4392";4203907;"420390";128;8;7;1;63;144;NA;NA;NA;NA;0,0625;0,0546875
"4393";4203956;"420395";174;17;2;2;NA;167;NA;NA;NA;NA;0,0977011494252874;0,0114942528735632
"4394";4204004;"420400";69;4;4;1;33;91;NA;NA;NA;NA;0,0579710144927536;0,0579710144927536
"4395";4204103;"420410";39;4;2;1;27;72;NA;NA;NA;NA;0,102564102564103;0,0512820512820513
"4396";4204152;"420415";19;0;2;1;NA;31;NA;NA;NA;NA;0;0,105263157894737
"4397";4204178;"420417";27;1;NA;NA;NA;33;NA;NA;NA;NA;0,037037037037037;NA
"4398";4204194;"420419";17;1;1;1;NA;37;NA;NA;NA;NA;0,0588235294117647;0,0588235294117647
"4399";4204202;"420420";993;37;50;2;385;3209;NA;NA;NA;4;0,0372608257804632;0,0503524672708963
"4400";4204251;"420425";80;1;4;1;NA;231;NA;NA;NA;1;0,0125;0,05
"4401";4204301;"420430";430;39;5;2;184;1270;NA;4;0;1;0,0906976744186047;0,0116279069767442
"4402";4204350;"420435";25;1;2;1;NA;37;NA;NA;NA;NA;0,04;0,08
"4403";4204400;"420440";67;3;7;1;30;89;NA;NA;NA;NA;0,0447761194029851;0,104477611940299
"4404";4204459;"420445";11;0;1;2;NA;27;NA;NA;NA;NA;0;0,0909090909090909
"4405";4204558;"420455";102;10;5;1;33;129;NA;NA;NA;NA;0,0980392156862745;0,0490196078431373
"4406";4204509;"420450";118;6;10;2;NA;144;NA;NA;NA;NA;0,0508474576271186;0,0847457627118644
"4407";4204608;"420460";1181;21;29;7;468;2661;NA;0;1;3;0,0177815410668925;0,0245554614733277
"4408";4204707;"420470";84;1;1;1;45;130;NA;NA;NA;NA;0,0119047619047619;0,0119047619047619
"4409";4204756;"420475";17;0;NA;1;NA;24;NA;NA;NA;NA;0;NA
"4410";4204806;"420480";318;23;15;3;126;753;NA;NA;NA;NA;0,0723270440251572;0,0471698113207547
"4411";4204905;"420490";56;3;2;1;37;98;NA;NA;NA;NA;0,0535714285714286;0,0357142857142857
"4412";4205001;"420500";139;9;8;1;42;242;NA;NA;NA;NA;0,0647482014388489;0,0575539568345324
"4413";4205100;"420510";24;0;2;2;NA;38;NA;NA;NA;NA;0;0,0833333333333333
"4414";4205159;"420515";14;0;1;1;NA;32;NA;NA;NA;NA;0;0,0714285714285714
"4415";4205175;"420517";18;1;NA;2;NA;42;NA;NA;NA;NA;0,0555555555555556;NA
"4416";4205191;"420519";18;0;1;1;NA;31;NA;NA;NA;NA;0;0,0555555555555556
"4417";4205209;"420520";41;1;NA;1;NA;36;NA;NA;NA;NA;0,024390243902439;NA
"4418";4205308;"420530";56;2;2;1;34;125;NA;NA;NA;NA;0,0357142857142857;0,0357142857142857
"4419";4205357;"420535";13;1;NA;3;NA;29;NA;NA;NA;NA;0,0769230769230769;NA
"4420";4205407;"420540";2546;68;49;14;1598;8912;18;19;20;35;0,0267085624509034;0,0192458758837392
"4421";4205431;"420543";20;0;2;1;NA;29;NA;NA;NA;NA;0;0,1
"4422";4205456;"420545";142;7;4;4;NA;190;NA;NA;NA;NA;0,0492957746478873;0,028169014084507
"4423";4205506;"420550";213;10;8;2;51;328;NA;NA;NA;NA;0,0469483568075117;0,0375586854460094
"4424";4205555;"420555";12;0;1;1;NA;26;NA;NA;NA;NA;0;0,0833333333333333
"4425";4205605;"420560";15;0;NA;1;NA;49;NA;NA;NA;NA;0;NA
"4426";4205704;"420570";123;5;2;2;NA;290;NA;NA;NA;NA;0,040650406504065;0,016260162601626
"4427";4205803;"420580";87;2;2;1;20;138;NA;NA;NA;NA;0,0229885057471264;0,0229885057471264
"4428";4205902;"420590";348;18;11;2;100;515;NA;NA;NA;NA;0,0517241379310345;0,0316091954022989
"4429";4206009;"420600";88;9;3;1;NA;185;NA;NA;NA;NA;0,102272727272727;0,0340909090909091
"4430";4206108;"420610";41;1;3;1;NA;62;NA;NA;NA;NA;0,024390243902439;0,0731707317073171
"4431";4206207;"420620";80;3;4;1;NA;100;NA;NA;NA;NA;0,0375;0,05
"4432";4206306;"420630";93;3;1;1;16;122;NA;NA;NA;NA;0,032258064516129;0,010752688172043
"4433";4206405;"420640";72;3;1;4;36;124;NA;NA;NA;NA;0,0416666666666667;0,0138888888888889
"4434";4206504;"420650";188;8;5;2;50;331;NA;NA;NA;NA;0,0425531914893617;0,0265957446808511
"4435";4206603;"420660";51;1;1;1;19;68;NA;NA;NA;NA;0,0196078431372549;0,0196078431372549
"4436";4206652;"420665";42;1;2;1;NA;42;NA;NA;NA;NA;0,0238095238095238;0,0476190476190476
"4437";4206702;"420670";141;9;4;1;NA;171;NA;NA;NA;NA;0,0638297872340425;0,0283687943262411
"4438";4206751;"420675";14;0;1;NA;NA;20;NA;NA;NA;NA;0;0,0714285714285714
"4439";4206801;"420680";29;2;2;1;30;26;NA;NA;NA;NA;0,0689655172413793;0,0689655172413793
"4440";4206900;"420690";113;3;3;2;80;462;NA;9;0;NA;0,0265486725663717;0,0265486725663717
"4441";4207007;"420700";298;7;15;4;91;542;NA;NA;NA;NA;0,023489932885906;0,0503355704697987
"4442";4207106;"420710";75;2;2;1;NA;80;NA;NA;NA;NA;0,0266666666666667;0,0266666666666667
"4443";4207205;"420720";97;7;2;1;NA;97;NA;NA;NA;NA;0,0721649484536082;0,0206185567010309
"4444";4207304;"420730";304;9;8;2;68;438;NA;NA;NA;NA;0,0296052631578947;0,0263157894736842
"4445";4207403;"420740";41;2;NA;2;11;71;NA;NA;NA;NA;0,0487804878048781;NA
"4446";4207502;"420750";343;14;19;1;95;550;NA;NA;NA;NA;0,0408163265306122;0,0553935860058309
"4447";4207577;"420757";16;0;NA;1;NA;46;NA;NA;NA;NA;0;NA
"4448";4207601;"420760";29;1;NA;1;27;70;NA;NA;NA;NA;0,0344827586206897;NA
"4449";4207650;"420765";60;2;4;1;32;122;NA;NA;NA;NA;0,0333333333333333;0,0666666666666667
"4450";4207684;"420768";41;0;1;1;NA;88;NA;NA;NA;NA;0;0,024390243902439
"4451";4207700;"420770";52;4;NA;3;12;74;NA;NA;NA;NA;0,0769230769230769;NA
"4452";4207759;"420775";28;0;2;1;NA;53;NA;NA;NA;NA;0;0,0714285714285714
"4453";4207809;"420780";43;3;3;5;45;128;NA;NA;NA;NA;0,0697674418604651;0,0697674418604651
"4454";4207858;"420785";11;0;NA;1;NA;33;NA;NA;NA;NA;0;NA
"4455";4207908;"420790";56;0;4;2;19;89;NA;NA;NA;NA;0;0,0714285714285714
"4456";4208005;"420800";57;3;9;2;39;98;NA;NA;NA;NA;0,0526315789473684;0,157894736842105
"4457";4208104;"420810";171;10;8;2;21;228;NA;NA;NA;NA;0,0584795321637427;0,0467836257309941
"4458";4208203;"420820";1289;95;57;3;400;4000;NA;0;2;3;0,0737005430566331;0,0442203258339798
"4459";4208302;"420830";299;22;9;1;32;487;NA;NA;NA;NA;0,0735785953177258;0,0301003344481605
"4460";4208401;"420840";90;6;1;3;48;147;NA;NA;NA;NA;0,0666666666666667;0,0111111111111111
"4461";4208450;"420845";128;5;3;1;1;188;NA;NA;NA;NA;0,0390625;0,0234375
"4462";4208500;"420850";181;1;3;1;60;426;NA;NA;NA;NA;0,00552486187845304;0,0165745856353591
"4463";4208609;"420860";36;1;1;1;NA;59;NA;NA;NA;NA;0,0277777777777778;0,0277777777777778
"4464";4208708;"420870";75;4;2;1;45;110;NA;NA;NA;NA;0,0533333333333333;0,0266666666666667
"4465";4208807;"420880";143;9;5;1;49;173;NA;NA;NA;NA;0,0629370629370629;0,034965034965035
"4466";4208906;"420890";785;22;33;5;318;2449;20;6;0;2;0,0280254777070064;0,0420382165605096
"4467";4208955;"420895";19;0;NA;1;NA;32;NA;NA;NA;NA;0;NA
"4468";4209003;"420900";180;7;11;4;187;953;NA;NA;NA;NA;0,0388888888888889;0,0611111111111111
"4469";4209102;"420910";3096;163;162;3;1187;7242;41;1;3;8;0,0526485788113695;0,0523255813953488
"4470";4209151;"420915";33;1;2;3;1;59;NA;NA;NA;NA;0,0303030303030303;0,0606060606060606
"4471";4209177;"420917";13;0;NA;2;NA;36;NA;NA;NA;NA;0;NA
"4472";4209201;"420920";10;0;NA;1;NA;18;NA;NA;NA;NA;0;NA
"4473";4209300;"420930";1199;74;82;4;443;2532;NA;4;0;1;0,0617180984153461;0,0683903252710592
"4474";4209409;"420940";351;35;14;5;98;405;NA;NA;NA;1;0,0997150997150997;0,0398860398860399
"4475";4209458;"420945";13;1;1;2;NA;25;NA;NA;NA;NA;0,0769230769230769;0,0769230769230769
"4476";4209508;"420950";52;2;3;3;NA;35;NA;NA;NA;NA;0,0384615384615385;0,0576923076923077
"4477";4209607;"420960";92;3;4;1;39;203;NA;NA;NA;NA;0,0326086956521739;0,0434782608695652
"4478";4209706;"420970";93;4;1;1;45;99;NA;NA;NA;NA;0,043010752688172;0,010752688172043
"4479";4209805;"420980";19;0;NA;1;NA;36;NA;NA;NA;NA;0;NA
"4480";4209854;"420985";30;3;1;1;71;61;NA;NA;NA;NA;0,1;0,0333333333333333
"4481";4209904;"420990";84;3;1;1;NA;110;NA;NA;NA;NA;0,0357142857142857;0,0119047619047619
"4482";4210001;"421000";68;2;3;3;39;159;NA;NA;NA;NA;0,0294117647058824;0,0441176470588235
"4483";4210035;"421003";44;5;1;2;91;97;NA;NA;NA;NA;0,113636363636364;0,0227272727272727
"4484";4210050;"421005";14;0;NA;1;NA;33;NA;NA;NA;NA;0;NA
"4485";4210100;"421010";410;10;18;3;125;884;NA;1;0;1;0,024390243902439;0,0439024390243902
"4486";4210209;"421020";12;0;1;1;NA;35;NA;NA;NA;NA;0;0,0833333333333333
"4487";4210308;"421030";59;1;3;2;37;81;NA;NA;NA;NA;0,0169491525423729;0,0508474576271186
"4488";4210407;"421040";65;2;3;1;NA;39;NA;NA;NA;NA;0,0307692307692308;0,0461538461538462
"4489";4210506;"421050";154;7;6;3;81;388;NA;NA;NA;NA;0,0454545454545455;0,038961038961039
"4490";4210555;"421055";18;0;1;1;NA;29;NA;NA;NA;NA;0;0,0555555555555556
"4491";4210605;"421060";108;1;5;1;21;163;NA;NA;NA;NA;0,00925925925925926;0,0462962962962963
"4492";4210704;"421070";10;0;NA;2;NA;54;NA;NA;NA;NA;0;NA
"4493";4210803;"421080";53;0;2;1;50;101;NA;NA;NA;NA;0;0,0377358490566038
"4494";4210852;"421085";18;1;NA;1;NA;20;NA;NA;NA;NA;0,0555555555555556;NA
"4495";4210902;"421090";30;2;3;1;31;70;NA;NA;NA;NA;0,0666666666666667;0,1
"4496";4211009;"421100";77;4;3;1;48;140;NA;NA;NA;NA;0,051948051948052;0,038961038961039
"4497";4211058;"421105";56;4;2;1;16;65;NA;NA;NA;NA;0,0714285714285714;0,0357142857142857
"4498";4211108;"421110";55;2;3;1;22;85;NA;NA;NA;NA;0,0363636363636364;0,0545454545454545
"4499";4211207;"421120";99;5;3;1;134;221;NA;NA;NA;1;0,0505050505050505;0,0303030303030303
"4500";4211256;"421125";15;2;NA;1;NA;31;NA;NA;NA;NA;0,133333333333333;NA
"4501";4211306;"421130";386;14;19;1;39;408;NA;NA;NA;1;0,0362694300518135;0,0492227979274611
"4502";4211405;"421140";17;0;NA;1;33;68;NA;NA;NA;NA;0;NA
"4503";4211454;"421145";20;0;1;1;NA;50;NA;NA;NA;NA;0;0,05
"4504";4211504;"421150";80;1;1;3;50;189;NA;NA;NA;NA;0,0125;0,0125
"4505";4211603;"421160";80;1;4;4;49;195;NA;NA;NA;NA;0,0125;0,05
"4506";4211652;"421165";7;0;NA;1;NA;26;NA;NA;NA;NA;0;NA
"4507";4211702;"421170";155;14;3;2;52;267;NA;NA;NA;NA;0,0903225806451613;0,0193548387096774
"4508";4211751;"421175";105;9;5;1;50;151;NA;NA;NA;NA;0,0857142857142857;0,0476190476190476
"4509";4211801;"421180";38;2;NA;1;NA;34;NA;NA;NA;NA;0,0526315789473684;NA
"4510";4211850;"421185";14;0;1;1;NA;31;NA;NA;NA;NA;0;0,0714285714285714
"4511";4211876;"421187";14;1;NA;2;NA;35;NA;NA;NA;NA;0,0714285714285714;NA
"4512";4211892;"421189";19;1;1;1;NA;36;NA;NA;NA;NA;0,0526315789473684;0,0526315789473684
"4513";4211900;"421190";857;31;17;1;42;1142;NA;NA;NA;NA;0,0361726954492415;0,0198366394399067
"4514";4212007;"421200";52;3;1;1;35;126;NA;NA;NA;NA;0,0576923076923077;0,0192307692307692
"4515";4212056;"421205";15;1;1;1;NA;33;NA;NA;NA;NA;0,0666666666666667;0,0666666666666667
"4516";4212106;"421210";109;11;1;2;73;223;NA;NA;NA;NA;0,100917431192661;0,00917431192660551
"4517";4212205;"421220";124;6;1;3;35;194;NA;NA;NA;NA;0,0483870967741935;0,00806451612903226
"4518";4212239;"421223";21;1;3;1;NA;45;NA;NA;NA;NA;0,0476190476190476;0,142857142857143
"4519";4212254;"421225";56;3;NA;1;NA;62;NA;NA;NA;NA;0,0535714285714286;NA
"4520";4212270;"421227";24;2;2;1;NA;44;NA;NA;NA;NA;0,0833333333333333;0,0833333333333333
"4521";4212304;"421230";36;1;1;2;NA;79;NA;NA;NA;NA;0,0277777777777778;0,0277777777777778
"4522";4212403;"421240";30;0;1;1;NA;39;NA;NA;NA;NA;0;0,0333333333333333
"4523";4212502;"421250";224;19;21;1;80;209;NA;NA;NA;NA;0,0848214285714286;0,09375
"4524";4212601;"421260";24;4;NA;2;32;54;NA;NA;NA;NA;0,166666666666667;NA
"4525";4212650;"421265";68;8;5;1;NA;80;NA;NA;NA;NA;0,117647058823529;0,0735294117647059
"4526";4212700;"421270";40;2;1;2;16;60;NA;NA;NA;NA;0,05;0,025
"4527";4212908;"421290";104;3;1;7;42;232;NA;NA;NA;NA;0,0288461538461538;0,00961538461538462
"4528";4213005;"421300";19;1;NA;1;NA;35;NA;NA;NA;NA;0,0526315789473684;NA
"4529";4213104;"421310";35;2;NA;2;NA;68;NA;NA;NA;NA;0,0571428571428571;NA
"4530";4213153;"421315";16;0;1;1;NA;39;NA;NA;NA;NA;0;0,0625
"4531";4213203;"421320";222;7;9;1;58;320;NA;NA;NA;NA;0,0315315315315315;0,0405405405405405
"4532";4213302;"421330";44;2;1;1;26;50;NA;NA;NA;NA;0,0454545454545455;0,0227272727272727
"4533";4213351;"421335";38;0;3;1;NA;29;NA;NA;NA;NA;0;0,0789473684210526
"4534";4213401;"421340";73;5;2;1;77;114;NA;NA;NA;NA;0,0684931506849315;0,0273972602739726
"4535";4213500;"421350";131;11;4;12;NA;211;NA;NA;NA;NA;0,083969465648855;0,0305343511450382
"4536";4213609;"421360";282;15;19;2;91;482;NA;NA;NA;1;0,0531914893617021;0,0673758865248227
"4537";4213708;"421370";115;13;8;2;41;163;NA;NA;NA;NA;0,11304347826087;0,0695652173913043
"4538";4213807;"421380";49;3;1;1;50;124;NA;NA;NA;NA;0,0612244897959184;0,0204081632653061
"4539";4213906;"421390";14;0;1;2;NA;19;NA;NA;NA;NA;0;0,0714285714285714
"4540";4214003;"421400";104;3;NA;1;44;164;NA;NA;NA;NA;0,0288461538461538;NA
