"";"ibge";"id.sus";"mortes";"mortes.diabetes";"mortes.hipertensao";"estabelecimentos.saude";"leitos";"profissionais.saude";"aux.enf.intensivista";"sup.enf.intensivista";"sup.med.intensivista";"sup.med.infectologista";"p_diabetes";"p_hipertensao"
"1254";2500304;"250030";173;20;11;3;46;252;NA;NA;NA;NA;0,115606936416185;0,0635838150289017
"1255";2500403;"250040";139;10;10;1;28;192;NA;NA;NA;NA;0,0719424460431655;0,0719424460431655
"1256";2500502;"250050";105;14;5;3;NA;128;NA;NA;NA;NA;0,133333333333333;0,0476190476190476
"1257";2500536;"250053";31;2;2;1;NA;93;NA;NA;NA;NA;0,0645161290322581;0,0645161290322581
"1258";2500577;"250057";19;1;NA;2;NA;41;NA;NA;NA;NA;0,0526315789473684;NA
"1259";2500601;"250060";123;3;4;1;15;270;NA;NA;NA;NA;0,024390243902439;0,032520325203252
"1260";2500734;"250073";6;0;NA;3;NA;44;NA;NA;NA;NA;0;NA
"1261";2500775;"250077";70;0;NA;1;NA;64;NA;NA;NA;NA;0;NA
"1262";2500809;"250080";99;5;1;1;NA;141;NA;NA;NA;NA;0,0505050505050505;0,0101010101010101
"1263";2500908;"250090";105;9;3;1;17;124;NA;NA;NA;NA;0,0857142857142857;0,0285714285714286
"1264";2501005;"250100";99;4;7;3;NA;203;NA;NA;NA;NA;0,0404040404040404;0,0707070707070707
"1265";2501104;"250110";156;12;3;2;36;264;NA;NA;NA;NA;0,0769230769230769;0,0192307692307692
"1266";2501153;"250115";10;1;NA;2;NA;29;NA;NA;NA;NA;0,1;NA
"1267";2501203;"250120";42;6;4;1;NA;59;NA;NA;NA;NA;0,142857142857143;0,0952380952380952
"1268";2501302;"250130";178;13;23;1;40;187;NA;NA;NA;NA;0,0730337078651685;0,129213483146067
"1269";2501351;"250135";19;1;1;1;NA;49;NA;NA;NA;NA;0,0526315789473684;0,0526315789473684
"1270";2501401;"250140";42;0;4;6;NA;142;NA;NA;NA;NA;0;0,0952380952380952
"1271";2501500;"250150";137;8;1;1;37;215;NA;NA;NA;NA;0,0583941605839416;0,0072992700729927
"1272";2501534;"250153";44;3;1;2;NA;55;NA;NA;NA;NA;0,0681818181818182;0,0227272727272727
"1273";2501609;"250160";85;3;5;2;NA;128;NA;NA;NA;NA;0,0352941176470588;0,0588235294117647
"1274";2501575;"250157";60;6;1;2;NA;128;NA;NA;NA;NA;0,1;0,0166666666666667
"1275";2501708;"250170";37;3;2;1;NA;55;NA;NA;NA;NA;0,0810810810810811;0,0540540540540541
"1276";2501807;"250180";649;43;25;4;48;839;NA;NA;NA;NA;0,0662557781201849;0,0385208012326656
"1277";2501906;"250190";130;13;8;2;25;255;NA;NA;NA;1;0,1;0,0615384615384615
"1278";2502003;"250200";55;2;3;2;31;88;NA;NA;NA;NA;0,0363636363636364;0,0545454545454545
"1279";2502052;"250205";15;0;1;1;NA;48;NA;NA;NA;NA;0;0,0666666666666667
"1280";2502102;"250210";37;2;1;1;3;63;NA;NA;NA;NA;0,0540540540540541;0,027027027027027
"1281";2502151;"250215";53;2;4;1;NA;79;NA;NA;NA;NA;0,0377358490566038;0,0754716981132075
"1282";2502201;"250220";25;0;4;2;NA;36;NA;NA;NA;NA;0;0,16
"1283";2502300;"250230";41;4;1;1;16;81;NA;NA;NA;NA;0,0975609756097561;0,024390243902439
"1284";2502409;"250240";65;2;NA;4;19;122;NA;NA;NA;NA;0,0307692307692308;NA
"1285";2502508;"250250";132;3;7;1;43;253;NA;NA;NA;NA;0,0227272727272727;0,053030303030303
"1286";2502706;"250270";33;2;1;3;NA;47;NA;NA;NA;NA;0,0606060606060606;0,0303030303030303
"1287";2502805;"250280";85;4;4;1;25;145;NA;NA;NA;NA;0,0470588235294118;0,0470588235294118
"1288";2502904;"250290";41;0;3;2;18;47;NA;NA;NA;NA;0;0,0731707317073171
"1289";2503001;"250300";128;9;4;2;38;279;NA;NA;NA;NA;0,0703125;0,03125
"1290";2503100;"250310";34;3;1;1;NA;80;NA;NA;NA;NA;0,0882352941176471;0,0294117647058824
"1291";2503209;"250320";347;27;15;6;35;878;NA;NA;NA;1;0,0778097982708934;0,0432276657060519
"1292";2503308;"250330";60;2;4;4;NA;98;NA;NA;NA;NA;0,0333333333333333;0,0666666666666667
"1293";2503407;"250340";20;1;NA;2;5;51;NA;NA;NA;NA;0,05;NA
"1294";2503506;"250350";116;7;2;3;22;140;NA;NA;NA;NA;0,0603448275862069;0,0172413793103448
"1295";2503555;"250355";33;0;1;1;NA;71;NA;NA;NA;NA;0;0,0303030303030303
"1296";2503605;"250360";56;3;1;3;NA;70;NA;NA;NA;NA;0,0535714285714286;0,0178571428571429
"1297";2503704;"250370";451;37;14;7;221;1055;7;NA;NA;2;0,082039911308204;0,0310421286031042
"1298";2503753;"250375";17;0;NA;3;NA;57;NA;NA;NA;NA;0;NA
"1299";2503803;"250380";36;3;NA;2;NA;66;NA;NA;NA;NA;0,0833333333333333;NA
"1300";2503902;"250390";37;0;NA;1;NA;69;NA;NA;NA;NA;0;NA
"1301";2504009;"250400";2967;344;174;7;1569;6268;3;3;9;12;0,115942028985507;0,0586450960566229
"1302";2504033;"250403";37;3;1;1;NA;87;NA;NA;NA;NA;0,0810810810810811;0,027027027027027
"1303";2504074;"250407";22;1;NA;2;NA;42;NA;NA;NA;NA;0,0454545454545455;NA
"1304";2504108;"250410";19;0;NA;2;NA;32;NA;NA;NA;NA;0;NA
"1305";2504157;"250415";58;2;6;2;NA;64;NA;NA;NA;NA;0,0344827586206897;0,103448275862069
"1306";2504207;"250420";29;2;1;3;NA;68;NA;NA;NA;NA;0,0689655172413793;0,0344827586206897
"1307";2504306;"250430";208;15;15;2;64;380;NA;NA;NA;NA;0,0721153846153846;0,0721153846153846
"1308";2504355;"250435";35;1;1;1;NA;65;NA;NA;NA;NA;0,0285714285714286;0,0285714285714286
"1309";2504405;"250440";114;2;2;2;58;219;NA;NA;NA;NA;0,0175438596491228;0,0175438596491228
"1310";2504504;"250450";66;1;5;6;NA;91;NA;NA;NA;NA;0,0151515151515152;0,0757575757575758
"1311";2504603;"250460";170;7;8;2;60;240;NA;NA;NA;NA;0,0411764705882353;0,0470588235294118
"1312";2504702;"250470";50;6;3;2;NA;78;NA;NA;NA;NA;0,12;0,06
"1313";2504801;"250480";139;5;4;3;39;189;NA;NA;NA;NA;0,0359712230215827;0,0287769784172662
"1314";2504850;"250485";16;1;1;2;NA;24;NA;NA;NA;NA;0,0625;0,0625
"1315";2504900;"250490";97;4;1;1;NA;113;NA;NA;NA;NA;0,0412371134020619;0,0103092783505155
"1316";2505006;"250500";48;7;1;1;16;67;NA;NA;NA;NA;0,145833333333333;0,0208333333333333
"1317";2505105;"250510";125;9;6;2;67;287;NA;NA;NA;NA;0,072;0,048
"1318";2505238;"250523";35;2;1;2;NA;50;NA;NA;NA;NA;0,0571428571428571;0,0285714285714286
"1319";2505204;"250520";52;7;1;1;NA;62;NA;NA;NA;NA;0,134615384615385;0,0192307692307692
"1320";2505279;"250527";44;2;1;2;NA;77;NA;NA;NA;NA;0,0454545454545455;0,0227272727272727
"1321";2505303;"250530";11;0;NA;1;NA;25;NA;NA;NA;NA;0;NA
"1322";2505352;"250535";37;1;NA;2;NA;51;NA;NA;NA;NA;0,027027027027027;NA
"1323";2505402;"250540";71;5;6;1;NA;71;NA;NA;NA;NA;0,0704225352112676;0,0845070422535211
"1324";2505600;"250560";55;0;2;3;NA;70;NA;NA;NA;NA;0;0,0363636363636364
"1325";2505709;"250570";70;3;3;1;12;104;NA;NA;NA;NA;0,0428571428571429;0,0428571428571429
"1326";2505808;"250580";38;2;1;2;NA;51;NA;NA;NA;NA;0,0526315789473684;0,0263157894736842
"1327";2505907;"250590";10;2;NA;1;NA;30;NA;NA;NA;NA;0,2;NA
"1328";2506004;"250600";238;25;26;4;26;367;NA;NA;NA;NA;0,105042016806723;0,109243697478992
"1329";2506103;"250610";72;6;5;3;NA;95;NA;NA;NA;NA;0,0833333333333333;0,0694444444444444
"1330";2506202;"250620";39;1;NA;1;18;86;NA;NA;NA;NA;0,0256410256410256;NA
"1331";2506251;"250625";53;9;NA;1;NA;71;NA;NA;NA;NA;0,169811320754717;NA
"1332";2506301;"250630";427;33;21;1;207;846;NA;NA;NA;NA;0,0772833723653396;0,0491803278688525
"1333";2506400;"250640";81;4;5;2;NA;177;NA;NA;NA;NA;0,0493827160493827;0,0617283950617284
"1334";2506509;"250650";21;1;2;1;4;48;NA;NA;NA;NA;0,0476190476190476;0,0952380952380952
"1335";2506608;"250660";44;3;2;4;12;72;NA;NA;NA;NA;0,0681818181818182;0,0454545454545455
"1336";2502607;"250260";41;2;2;2;NA;66;NA;NA;NA;NA;0,0487804878048781;0,0487804878048781
"1337";2506707;"250670";67;4;2;7;NA;86;NA;NA;NA;NA;0,0597014925373134;0,0298507462686567
"1338";2506806;"250680";136;17;3;4;10;223;NA;NA;NA;NA;0,125;0,0220588235294118
"1339";2506905;"250690";167;9;5;2;41;410;NA;NA;NA;NA;0,0538922155688623;0,029940119760479
"1340";2507002;"250700";113;4;1;3;48;319;NA;NA;NA;NA;0,0353982300884956;0,00884955752212389
"1341";2507101;"250710";115;10;2;2;18;133;NA;NA;NA;NA;0,0869565217391304;0,0173913043478261
"1342";2507200;"250720";69;12;6;2;NA;88;NA;NA;NA;NA;0,173913043478261;0,0869565217391304
"1343";2507309;"250730";136;7;10;2;8;159;NA;NA;NA;NA;0,0514705882352941;0,0735294117647059
"1344";2507408;"250740";47;6;4;1;12;80;NA;NA;NA;NA;0,127659574468085;0,0851063829787234
"1345";2507507;"250750";4992;251;146;21;2794;13227;107;39;60;39;0,0502804487179487;0,0292467948717949
"1346";2513653;"251365";10;0;NA;1;NA;41;NA;NA;NA;NA;0;NA
"1347";2507606;"250760";44;4;3;6;NA;64;NA;NA;NA;NA;0,0909090909090909;0,0681818181818182
"1348";2507705;"250770";113;7;3;3;18;180;NA;NA;NA;NA;0,0619469026548673;0,0265486725663717
"1349";2507804;"250780";36;0;1;3;NA;64;NA;NA;NA;NA;0;0,0277777777777778
"1350";2507903;"250790";91;8;9;3;12;123;NA;NA;NA;NA;0,0879120879120879;0,0989010989010989
"1351";2508000;"250800";74;3;5;2;11;105;NA;NA;NA;NA;0,0405405405405405;0,0675675675675676
"1352";2508109;"250810";26;2;1;2;NA;48;NA;NA;NA;NA;0,0769230769230769;0,0384615384615385
"1353";2508208;"250820";67;6;1;1;19;89;NA;NA;NA;NA;0,0895522388059701;0,0149253731343284
"1354";2508307;"250830";174;14;15;4;28;252;NA;NA;NA;NA;0,0804597701149425;0,0862068965517241
"1355";2508406;"250840";21;0;NA;3;10;36;NA;NA;NA;NA;0;NA
"1356";2508505;"250850";47;2;2;2;NA;77;NA;NA;NA;NA;0,0425531914893617;0,0425531914893617
"1357";2508554;"250855";26;4;5;4;NA;72;NA;NA;NA;NA;0,153846153846154;0,192307692307692
"1358";2508604;"250860";77;1;3;1;2;140;NA;NA;NA;NA;0,012987012987013;0,038961038961039
"1359";2508703;"250870";21;0;NA;1;NA;49;NA;NA;NA;NA;0;NA
"1360";2508802;"250880";52;2;4;1;NA;56;NA;NA;NA;NA;0,0384615384615385;0,0769230769230769
"1361";2508901;"250890";269;14;17;1;104;839;NA;0;4;NA;0,0520446096654275;0,0631970260223048
"1362";2509008;"250900";56;1;2;2;NA;96;NA;NA;NA;NA;0,0178571428571429;0,0357142857142857
"1363";2509057;"250905";42;2;2;1;NA;106;NA;NA;NA;NA;0,0476190476190476;0,0476190476190476
"1364";2509107;"250910";162;9;17;3;6;191;NA;NA;NA;NA;0,0555555555555556;0,104938271604938
"1365";2509156;"250915";39;5;NA;3;NA;59;NA;NA;NA;NA;0,128205128205128;NA
"1366";2509206;"250920";81;3;5;2;51;133;NA;NA;NA;NA;0,037037037037037;0,0617283950617284
"1367";2509305;"250930";51;3;4;2;NA;123;NA;NA;NA;NA;0,0588235294117647;0,0784313725490196
"1368";2509339;"250933";33;4;NA;1;NA;42;NA;NA;NA;NA;0,121212121212121;NA
"1369";2509370;"250937";15;0;NA;1;NA;27;NA;NA;NA;NA;0;NA
"1370";2509396;"250939";45;4;3;4;NA;58;NA;NA;NA;NA;0,0888888888888889;0,0666666666666667
"1371";2509404;"250940";66;4;2;2;NA;122;NA;NA;NA;NA;0,0606060606060606;0,0303030303030303
"1372";2509503;"250950";45;3;1;2;NA;55;NA;NA;NA;NA;0,0666666666666667;0,0222222222222222
"1373";2509602;"250960";35;3;1;3;NA;42;NA;NA;NA;NA;0,0857142857142857;0,0285714285714286
"1374";2509701;"250970";269;18;26;3;77;601;NA;NA;NA;NA;0,0669144981412639;0,0966542750929368
"1375";2509800;"250980";85;10;3;5;NA;94;NA;NA;NA;NA;0,117647058823529;0,0352941176470588
"1376";2509909;"250990";45;3;1;1;19;111;NA;NA;NA;NA;0,0666666666666667;0,0222222222222222
"1377";2510006;"251000";43;1;1;1;NA;59;NA;NA;NA;NA;0,0232558139534884;0,0232558139534884
"1378";2510105;"251010";82;9;4;2;19;101;NA;NA;NA;NA;0,109756097560976;0,0487804878048781
"1379";2510204;"251020";36;1;2;1;22;68;NA;NA;NA;NA;0,0277777777777778;0,0555555555555556
"1380";2510303;"251030";27;1;1;2;NA;64;NA;NA;NA;NA;0,037037037037037;0,037037037037037
"1381";2510402;"251040";41;0;1;3;1;56;NA;NA;NA;NA;0;0,024390243902439
"1382";2510501;"251050";21;2;2;1;NA;40;NA;NA;NA;NA;0,0952380952380952;0,0952380952380952
"1383";2510600;"251060";16;1;1;1;NA;34;NA;NA;NA;NA;0,0625;0,0625
"1384";2510659;"251065";18;2;NA;1;NA;26;NA;NA;NA;NA;0,111111111111111;NA
"1385";2510709;"251070";10;0;2;3;NA;25;NA;NA;NA;NA;0;0,2
"1386";2510808;"251080";664;34;21;2;319;1593;NA;0;2;1;0,0512048192771084;0,0316265060240964
"1387";2510907;"251090";90;1;1;2;26;122;NA;NA;NA;NA;0,0111111111111111;0,0111111111111111
"1388";2511004;"251100";21;1;1;1;NA;39;NA;NA;NA;NA;0,0476190476190476;0,0476190476190476
"1389";2511103;"251110";54;2;5;2;20;109;NA;NA;NA;NA;0,037037037037037;0,0925925925925926
"1390";2511202;"251120";191;6;15;1;47;265;NA;NA;NA;NA;0,031413612565445;0,0785340314136126
"1391";2512721;"251272";41;1;3;3;NA;49;NA;NA;NA;NA;0,024390243902439;0,0731707317073171
"1392";2511301;"251130";106;7;3;9;86;472;NA;1;0;NA;0,0660377358490566;0,0283018867924528
"1393";2511400;"251140";115;9;3;2;100;387;NA;NA;NA;NA;0,0782608695652174;0,0260869565217391
"1394";2511509;"251150";90;11;7;4;19;134;NA;NA;NA;NA;0,122222222222222;0,0777777777777778
"1395";2511608;"251160";46;2;NA;2;NA;64;NA;NA;NA;NA;0,0434782608695652;NA
"1396";2511707;"251170";45;4;5;1;NA;49;NA;NA;NA;NA;0,0888888888888889;0,111111111111111
"1397";2511806;"251180";52;2;2;1;NA;68;NA;NA;NA;NA;0,0384615384615385;0,0384615384615385
"1398";2511905;"251190";89;2;NA;2;NA;220;NA;NA;NA;NA;0,0224719101123595;NA
"1399";2512002;"251200";103;8;1;4;57;221;NA;NA;NA;NA;0,0776699029126214;0,00970873786407767
"1400";2512036;"251203";13;0;NA;1;NA;43;NA;NA;NA;NA;0;NA
"1401";2512077;"251207";26;1;1;1;NA;56;NA;NA;NA;NA;0,0384615384615385;0,0384615384615385
"1402";2512101;"251210";266;16;5;4;94;494;NA;NA;NA;NA;0,0601503759398496;0,018796992481203
"1403";2512200;"251220";30;1;2;2;NA;61;NA;NA;NA;NA;0,0333333333333333;0,0666666666666667
"1404";2512309;"251230";138;6;16;3;55;424;NA;NA;NA;NA;0,0434782608695652;0,115942028985507
"1405";2512408;"251240";69;6;6;4;NA;84;NA;NA;NA;NA;0,0869565217391304;0,0869565217391304
"1406";2512507;"251250";331;26;20;3;36;429;NA;NA;NA;NA;0,0785498489425982;0,0604229607250755
"1407";2512606;"251260";19;0;NA;1;NA;27;NA;NA;NA;NA;0;NA
"1408";2512705;"251270";137;10;9;4;NA;156;NA;NA;NA;NA;0,072992700729927;0,0656934306569343
"1409";2512747;"251274";23;3;1;1;NA;55;NA;NA;NA;NA;0,130434782608696;0,0434782608695652
"1410";2512754;"251275";25;1;2;3;NA;38;NA;NA;NA;NA;0,04;0,08
"1411";2512762;"251276";27;2;NA;2;NA;41;NA;NA;NA;NA;0,0740740740740741;NA
"1412";2512788;"251278";13;0;NA;2;NA;42;NA;NA;NA;NA;0;NA
"1413";2512804;"251280";49;3;4;1;8;65;NA;NA;NA;NA;0,0612244897959184;0,0816326530612245
"1414";2512903;"251290";174;11;10;3;NA;196;NA;NA;NA;NA;0,0632183908045977;0,0574712643678161
"1415";2513000;"251300";11;0;1;1;NA;35;NA;NA;NA;NA;0;0,0909090909090909
"1416";2513109;"251310";74;9;8;10;NA;125;NA;NA;NA;NA;0,121621621621622;0,108108108108108
"1417";2513158;"251315";45;2;7;1;NA;69;NA;NA;NA;NA;0,0444444444444444;0,155555555555556
"1418";2513208;"251320";39;0;1;2;13;64;NA;NA;NA;NA;0;0,0256410256410256
"1419";2513307;"251330";48;1;2;2;NA;65;NA;NA;NA;NA;0,0208333333333333;0,0416666666666667
"1420";2513356;"251335";12;0;1;1;10;43;NA;NA;NA;NA;0;0,0833333333333333
"1421";2513406;"251340";88;4;4;1;36;253;NA;NA;NA;NA;0,0454545454545455;0,0454545454545455
"1422";2513703;"251370";1025;67;37;2;163;1226;NA;0;4;NA;0,0653658536585366;0,0360975609756098
"1423";2513802;"251380";35;2;1;2;NA;54;NA;NA;NA;NA;0,0571428571428571;0,0285714285714286
"1424";2513505;"251350";26;4;NA;2;NA;50;NA;NA;NA;NA;0,153846153846154;NA
"1425";2513604;"251360";55;6;2;2;NA;81;NA;NA;NA;NA;0,109090909090909;0,0363636363636364
"1426";2513851;"251385";30;2;3;2;6;45;NA;NA;NA;NA;0,0666666666666667;0,1
"1427";2513927;"251392";28;1;NA;3;NA;56;NA;NA;NA;NA;0,0357142857142857;NA
"1428";2513901;"251390";212;18;6;2;47;285;NA;NA;NA;NA;0,0849056603773585;0,0283018867924528
"1429";2513968;"251396";37;1;1;2;NA;30;NA;NA;NA;NA;0,027027027027027;0,027027027027027
"1430";2513943;"251394";11;0;1;1;NA;34;NA;NA;NA;NA;0;0,0909090909090909
"1431";2513984;"251398";34;0;1;1;NA;45;NA;NA;NA;NA;0;0,0294117647058824
"1432";2514008;"251400";53;3;2;1;NA;55;NA;NA;NA;NA;0,0566037735849057;0,0377358490566038
"1433";2500700;"250070";126;11;4;2;28;199;NA;NA;NA;NA;0,0873015873015873;0,0317460317460317
"1434";2514107;"251410";27;2;2;1;NA;38;NA;NA;NA;NA;0,0740740740740741;0,0740740740740741
"1435";2514206;"251420";53;2;NA;1;3;72;NA;NA;NA;NA;0,0377358490566038;NA
"1436";2514305;"251430";26;2;3;1;15;57;NA;NA;NA;NA;0,0769230769230769;0,115384615384615
"1437";2514404;"251440";38;3;3;4;NA;64;NA;NA;NA;NA;0,0789473684210526;0,0789473684210526
"1438";2514503;"251450";149;8;4;2;17;171;NA;NA;NA;NA;0,0536912751677852;0,0268456375838926
"1439";2514552;"251455";21;0;NA;2;NA;36;NA;NA;NA;NA;0;NA
"1440";2514602;"251460";26;0;2;1;NA;38;NA;NA;NA;NA;0;0,0769230769230769
"1441";2514651;"251465";9;1;NA;2;NA;22;NA;NA;NA;NA;0,111111111111111;NA
"1442";2514701;"251470";31;3;2;2;4;60;NA;NA;NA;NA;0,0967741935483871;0,0645161290322581
"1443";2514800;"251480";22;2;NA;1;NA;31;NA;NA;NA;NA;0,0909090909090909;NA
"1444";2514453;"251445";35;1;3;4;NA;71;NA;NA;NA;NA;0,0285714285714286;0,0857142857142857
"1445";2514909;"251490";47;1;1;3;26;95;NA;NA;NA;NA;0,0212765957446809;0,0212765957446809
"1446";2515005;"251500";45;2;NA;2;NA;65;NA;NA;NA;NA;0,0444444444444444;NA
"1447";2515104;"251510";70;4;4;3;NA;101;NA;NA;NA;NA;0,0571428571428571;0,0571428571428571
"1448";2515203;"251520";22;2;NA;2;NA;35;NA;NA;NA;NA;0,0909090909090909;NA
"1449";2515401;"251540";47;5;5;2;24;100;NA;NA;NA;NA;0,106382978723404;0,106382978723404
"1450";2515302;"251530";371;26;16;2;78;489;NA;NA;NA;NA;0,0700808625336927;0,0431266846361186
"1451";2515500;"251550";85;1;5;2;58;152;NA;NA;NA;NA;0,0117647058823529;0,0588235294117647
"1452";2515609;"251560";18;1;NA;1;NA;32;NA;NA;NA;NA;0,0555555555555556;NA
"1453";2515708;"251570";19;0;1;2;12;52;NA;NA;NA;NA;0;0,0526315789473684
"1454";2515807;"251580";46;5;4;1;NA;59;NA;NA;NA;NA;0,108695652173913;0,0869565217391304
"1455";2515906;"251590";47;5;7;2;7;86;NA;NA;NA;NA;0,106382978723404;0,148936170212766
"1456";2515930;"251593";48;9;4;2;NA;54;NA;NA;NA;NA;0,1875;0,0833333333333333
"1457";2515971;"251597";43;4;1;1;NA;52;NA;NA;NA;NA;0,0930232558139535;0,0232558139534884
"1458";2516003;"251600";227;21;7;1;34;240;NA;NA;NA;NA;0,092511013215859;0,0308370044052863
"1459";2516102;"251610";81;3;4;1;22;158;NA;NA;NA;NA;0,037037037037037;0,0493827160493827
"1460";2516151;"251615";26;0;2;1;NA;37;NA;NA;NA;NA;0;0,0769230769230769
"1461";2516201;"251620";483;23;8;3;217;869;1;NA;NA;NA;0,0476190476190476;0,0165631469979296
"1462";2516300;"251630";134;10;7;2;41;192;NA;NA;NA;NA;0,0746268656716418;0,0522388059701493
"1463";2516409;"251640";58;7;1;1;NA;78;NA;NA;NA;NA;0,120689655172414;0,0172413793103448
"1464";2516508;"251650";120;5;2;2;52;208;NA;NA;NA;NA;0,0416666666666667;0,0166666666666667
"1465";2516607;"251660";83;4;8;2;23;130;NA;NA;NA;NA;0,0481927710843374;0,0963855421686747
"1466";2516706;"251670";107;3;7;2;39;126;NA;NA;NA;NA;0,0280373831775701;0,0654205607476635
"1467";2516755;"251675";19;0;NA;2;NA;41;NA;NA;NA;NA;0;NA
"1468";2516805;"251680";64;2;3;1;NA;99;NA;NA;NA;NA;0,03125;0,046875
"1469";2516904;"251690";111;5;2;1;47;194;NA;NA;NA;NA;0,045045045045045;0,018018018018018
"1470";2517001;"251700";75;6;5;4;NA;111;NA;NA;NA;NA;0,08;0,0666666666666667
"1471";2517100;"251710";23;1;NA;1;NA;49;NA;NA;NA;NA;0,0434782608695652;NA
"1472";2517209;"251720";31;4;3;2;NA;46;NA;NA;NA;NA;0,129032258064516;0,0967741935483871
"1473";2505501;"250550";21;1;NA;1;NA;50;NA;NA;NA;NA;0,0476190476190476;NA
"1474";2517407;"251740";23;1;4;1;NA;25;NA;NA;NA;NA;0,0434782608695652;0,173913043478261
"1475";NA;"250000";19;0;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
"1476";2600054;"260005";644;34;21;2;294;891;NA;NA;NA;NA;0,0527950310559006;0,0326086956521739
"1477";2600104;"260010";270;22;10;4;181;647;NA;NA;NA;NA;0,0814814814814815;0,037037037037037
"1478";2600203;"260020";101;0;3;5;45;246;NA;NA;NA;NA;0;0,0297029702970297
"1479";2600302;"260030";217;8;10;2;123;263;NA;NA;NA;NA;0,0368663594470046;0,0460829493087558
"1480";2600401;"260040";164;13;13;1;50;257;NA;NA;NA;NA;0,0792682926829268;0,0792682926829268
"1481";2600500;"260050";289;14;17;1;30;346;NA;NA;NA;NA;0,0484429065743945;0,0588235294117647
"1482";2600609;"260060";105;7;6;1;11;154;NA;NA;NA;NA;0,0666666666666667;0,0571428571428571
"1483";2600708;"260070";261;17;12;1;26;257;NA;NA;NA;NA;0,0651340996168582;0,0459770114942529
"1484";2600807;"260080";170;8;9;1;18;159;NA;NA;NA;NA;0,0470588235294118;0,0529411764705882
"1485";2600906;"260090";154;13;5;1;31;186;NA;NA;NA;NA;0,0844155844155844;0,0324675324675325
"1486";2601003;"260100";90;2;4;2;12;126;NA;NA;NA;NA;0,0222222222222222;0,0444444444444444
"1487";2601052;"260105";119;9;7;1;3;159;NA;NA;NA;NA;0,0756302521008403;0,0588235294117647
"1488";2601102;"260110";482;15;10;1;211;569;NA;NA;NA;NA;0,0311203319502075;0,020746887966805
"1489";2601201;"260120";489;47;22;1;144;1340;NA;4;3;1;0,0961145194274029;0,0449897750511247
"1490";2601300;"260130";71;2;4;2;11;119;NA;NA;NA;NA;0,028169014084507;0,0563380281690141
"1491";2601409;"260140";330;48;10;1;129;426;NA;NA;NA;NA;0,145454545454545;0,0303030303030303
"1492";2601508;"260150";82;7;7;2;9;97;NA;NA;NA;NA;0,0853658536585366;0,0853658536585366
"1493";2601607;"260160";129;3;4;1;24;186;NA;NA;NA;NA;0,0232558139534884;0,0310077519379845
"1494";2601706;"260170";608;43;32;4;95;609;NA;NA;NA;NA;0,0707236842105263;0,0526315789473684
"1495";2601805;"260180";76;4;3;1;10;104;NA;NA;NA;NA;0,0526315789473684;0,0394736842105263
"1496";2601904;"260190";547;42;21;3;141;699;8;4;2;NA;0,076782449725777;0,0383912248628885
"1497";2602001;"260200";210;9;11;1;16;313;NA;NA;NA;NA;0,0428571428571429;0,0523809523809524
"1498";2602100;"260210";364;23;9;4;46;445;NA;NA;NA;NA;0,0631868131868132;0,0247252747252747
"1499";2602209;"260220";301;16;7;1;33;252;NA;NA;NA;NA;0,053156146179402;0,0232558139534884
"1500";2602308;"260230";307;18;6;2;52;277;NA;NA;NA;NA;0,0586319218241042;0,0195439739413681
"1501";2602407;"260240";66;3;3;2;14;94;NA;NA;NA;NA;0,0454545454545455;0,0454545454545455
"1502";2602506;"260250";54;8;7;1;7;79;NA;NA;NA;NA;0,148148148148148;0,12962962962963
"1503";2602605;"260260";308;13;13;1;31;326;NA;NA;NA;NA;0,0422077922077922;0,0422077922077922
"1504";2602704;"260270";92;1;3;1;17;111;NA;NA;NA;NA;0,0108695652173913;0,0326086956521739
"1505";2602803;"260280";334;20;31;2;76;311;NA;NA;NA;NA;0,0598802395209581;0,092814371257485
"1506";2602902;"260290";1342;81;41;3;421;2590;NA;0;3;2;0,0603576751117735;0,0305514157973174
"1507";2603009;"260300";183;6;23;8;74;371;NA;NA;NA;NA;0,0327868852459016;0,12568306010929
"1508";2603108;"260310";155;9;2;1;16;156;NA;NA;NA;NA;0,0580645161290323;0,0129032258064516
"1509";2603207;"260320";164;7;3;1;20;189;NA;NA;NA;NA;0,0426829268292683;0,0182926829268293
"1510";2603306;"260330";60;8;4;1;11;111;NA;NA;NA;NA;0,133333333333333;0,0666666666666667
"1511";2603405;"260340";42;0;1;1;17;65;NA;NA;NA;NA;0;0,0238095238095238
"1512";2603454;"260345";1040;56;32;2;284;1261;NA;NA;NA;NA;0,0538461538461538;0,0307692307692308
"1513";2603504;"260350";123;6;3;2;14;133;NA;NA;NA;NA;0,0487804878048781;0,024390243902439
"1514";2603603;"260360";67;6;3;1;7;107;NA;NA;NA;NA;0,0895522388059701;0,0447761194029851
"1515";2603702;"260370";171;12;17;1;32;199;NA;NA;NA;NA;0,0701754385964912;0,0994152046783626
"1516";2603801;"260380";135;5;6;1;25;152;NA;NA;NA;NA;0,037037037037037;0,0444444444444444
"1517";2603900;"260390";132;11;3;2;15;204;NA;NA;NA;NA;0,0833333333333333;0,0227272727272727
"1518";2603926;"260392";53;3;1;2;11;174;NA;NA;NA;NA;0,0566037735849057;0,0188679245283019
"1519";2604007;"260400";545;26;23;5;116;676;1;NA;NA;1;0,0477064220183486;0,0422018348623853
