"";"ibge";"dist.ilheus";"dist.ssa";"dist.min.ilh.ssa";"dist.min.loc";"dist.min.nat";"dist.min.int";"dist.min.nat.wint";"nat.airport";"loc.airport"
"249";"2919603";326,95156974177;229,373601679831;229,373601679831;116,027842750113;116,027842750113;229,373601679831;116,027842750113;"NO";"NO"
"250";"2919801";438,245914373419;474,61545837662;438,245914373419;79,3774971690767;168,600973687092;474,61545837662;168,600973687092;"NO";"NO"
"251";"2919900";612,450301192177;406,463485290932;406,463485290932;74,1428367326224;74,1428367326224;406,463485290932;74,1428367326224;"NO";"NO"
"252";"2919926";233,410427732127;39,394762825485;39,394762825485;39,394762825485;39,394762825485;39,394762825485;72,2076958078379;"NO";"NO"
"253";"2920106";362,480024080937;239,333002391985;239,333002391985;146,066710912279;146,066710912279;239,333002391985;146,066710912279;"NO";"NO"
"254";"2920452";685,227710669549;660,08687540445;660,08687540445;143,910014547675;143,910014547675;660,08687540445;143,910014547675;"NO";"NO"
"255";"2920502";219,898653906806;250,567497683494;219,898653906806;136,703421720634;136,703421720634;250,567497683494;136,703421720634;"NO";"YES"
"256";"2920601";220,776066059484;67,5404131137396;67,5404131137396;52,7459162121231;52,7459162121231;67,5404131137396;52,7459162121231;"NO";"NO"
"257";"2920809";256,627419588595;256,497966333874;256,497966333874;97,7860753640668;97,7860753640668;256,497966333874;97,7860753640668;"NO";"NO"
"258";"2921005";275,105151760341;50,5360468787864;50,5360468787864;50,5360468787864;50,5360468787864;50,5360468787864;127,936808471219;"NO";"NO"
"259";"2921054";434,822713978773;510,8543414267;434,822713978773;44,9419414674386;235,290457456108;504,098253978134;235,290457456108;"NO";"NO"
"260";"2921203";413,223598407829;299,615371834323;299,615371834323;137,258302161072;137,258302161072;299,615371834323;137,258302161072;"NO";"NO"
"261";"2921302";227,521753659028;160,088278113465;160,088278113465;97,7174522856174;97,7174522856174;160,088278113465;97,7174522856174;"NO";"NO"
"262";"2921401";482,410919743419;351,362062149374;351,362062149374;197,984514767564;197,984514767564;351,362062149374;197,984514767564;"NO";"NO"
"263";"2921500";494,028859902597;307,434620632908;307,434620632908;171,721269652445;171,721269652445;307,434620632908;171,721269652445;"NO";"NO"
